"alpha.all"	"nloci.all"	"C.all"	"gamma_0.all"	"gamma_1.all"	"epsilon.all"	"type.all"	"sig.all"	"lambda.all"	"gv"	"P_0"	"P_1"	"lv"
"1"	3.72947734351639	5	2.52736458770603	1	1	0.0127962080571325	1	13.3277772122324	0.001	0	3.68235713547025	0.0471202080461437	0.0126345339322308
"2"	0.893318415614273	8	1.03411848468198	1	1	0.00129493010696024	1	10.5513339286225	0.001	0.25	0.709081605615999	0.184236809998274	0.206238679039866
"3"	0.572136096930344	3	0.906155051500777	1	1	0.0023657183162868	1	10.7832945017997	0.001	0	0.57078577855933	0.00135031837101383	0.00236013490192042
"4"	0.593034055978031	8	1.36848855056731	1	1	0.00400143293174526	1	7.08831862102604	0.001	0	0.590670527477571	0.0023635285004601	0.00398548527969809
"5"	0.524222991476857	2	1.16791178330416	1	1	0.000141215180046856	1	14.6445261411064	0.001	0	0.524148973685167	7.40177916903259e-05	0.000141195241135458
"6"	0.506435565082844	7	0.370883255480152	1	1	0.000944226244464517	1	9.44267236817825	0.001	0.285714285714286	0.457521538999351	0.0489140260834935	0.0965848954061746
"7"	0.0814954973215998	7	10.6624612617312	1	1	0.00426418067887425	1	6.51055573697054	0.001	0	0.0811494613563828	0.000346035965216941	0.00424607464939325
"8"	1.54750262568289	2	2.52278643339261	1	1	0.000722448046080864	1	14.2809138439269	0.001	0	1.54638544254143	0.00111718314145195	0.000721926491697523
"9"	12.0106649832794	3	0.963624865135921	1	1	0.0121919519263775	1	8.22303076392286	0.001	0	11.8659953385531	0.14466964472626	0.0120450986625354
"10"	1.82915046864211	5	0.858915149271614	1	1	0.00567920378409326	1	7.41873998094718	0.001	0	1.81882101345988	0.0103294551822297	0.00564713256744694
"11"	1.6655992899753	6	0.884439334962529	1	1	0.00401850364195951	1	12.9146784413913	0.001	0.166666666666667	1.44655466395994	0.219044626015362	0.131510998674003
"12"	1.119896694033	10	0.909470714620947	1	1	0.0142857179885537	1	11.5924701302675	0.001	0	1.10412349712848	0.0157731969045132	0.0140845106415221
"13"	2.37849307912695	6	0.64348708108671	1	1	0.00829545806882937	1	8.27992279165261	0.001	0	2.35892471804092	0.0195683610860336	0.00822720959659732
"14"	0.940790243158625	5	0.464463423220663	1	1	0.00125551977017636	1	7.33960400151785	0.001	0	0.939610543544938	0.00117969961368682	0.0012539454169147
"15"	0.64175512457747	2	7.10589947966843	1	1	0.00536849817726761	1	16.2949288609217	0.001	0	0.638328260474614	0.00342686410285637	0.00533983130265241
"16"	1.13773634993983	2	1.54473562149507	1	1	0.00699463745448337	1	13.0615032696061	0.001	0	1.12983357370784	0.00790277623198966	0.00694605233664864
"17"	5.1251711859638	1	0.557404188408234	1	1	0.0254060439448028	1	12.6123966140002	0.001	0	4.99818702671864	0.126984159245157	0.0247765693354645
"18"	2.60843721956027	3	0.133901589097501	1	1	0.0130981940771909	1	10.949027330528	0.001	0	2.57471312732547	0.0337240922348001	0.0129288494972807
"19"	2.61506088634723	10	0.514121340304279	1	1	0.0147801128657689	1	14.439015876457	0.001	0	2.57697293550838	0.0380879508388456	0.0145648428446527
"20"	0.574615897488122	7	4.01546132143168	1	1	0.00505335379391909	1	8.5164134221453	0.001	0	0.571726759896912	0.00288913759121013	0.00502794580491022
