"alpha.all"	"nloci.all"	"C.all"	"gamma_0.all"	"gamma_1.all"	"epsilon.all"	"type.all"	"sig.all"	"lambda.all"	"gv"	"P_0"	"P_1"	"lv"
"1"	0.273336481396529	7	1.55550128551121	1	1	0.005943473293446	1	12.4972008938725	0.001	0	0.271721511847608	0.00161496954892103	0.00590835713063195
"2"	2.38369890074702	1	2.4739563096482	1	1	0.0071299889865787	1	9.65668434846305	0.001	0	2.366823475434	0.0168754253130203	0.00707951214296898
"3"	2.02188866645362	3	4.79996472241341	1	1	0.00148632200434804	1	7.23364708123693	0.001	0	2.0188879488709	0.00300071758271991	0.00148411612988718
"4"	0.0847292561439153	5	0.884809268905429	1	1	0.00466620428141491	1	7.38822280889868	0.001	0	0.0843357284069465	0.000393527736968739	0.0046445319465607
"5"	0.790380618019359	10	8.67989726715393	1	1	0.000990159959489672	1	10.1869842285326	0.001	0	0.789598788914514	0.00078182910484469	0.000989180512553434
"6"	2.33165254841434	2	5.55142809379369	1	1	0.00380332116037607	1	10.3061207669608	0.001	0	2.32281812508749	0.00883442332685031	0.00378891071607485
"7"	1.25634833372963	2	0.366656273382439	1	1	0.00085456988622986	1	7.56696320635018	0.001	0	1.25527561299185	0.00107272073778156	0.000853840220090119
"8"	1.20686342192172	8	0.960768377851792	1	1	0.0036781619489193	1	13.8486334431135	0.001	0.125	1.07393763984131	0.132925782080416	0.110141528582211
"9"	0.156556019995731	9	9.28124927521664	1	1	0.00836156171420814	1	9.83053946089622	0.001	0	0.155257822134341	0.00129819786138984	0.00829222575679456
"10"	1.6225492628147	3	1.84812624763088	1	1	0.00199279519784878	1	14.75234230271	0.001	0	1.61932228514111	0.0032269776735987	0.00198883186326234
"11"	1.42367825384348	1	3.38219821136741	1	1	0.00230926554650068	1	11.2335840665033	0.001	0	1.4203981772704	0.0032800765730829	0.00230394512540156
"12"	1.02654536187832	6	1.7065848420257	1	1	0.00195093453307822	1	9.16898825893812	0.001	0.166666666666667	0.798009897630766	0.228535464247551	0.222625782293136
"13"	0.345685950728839	6	0.43858988873616	1	1	0.00611034570727497	1	9.51554976706258	0.001	0	0.343586518321535	0.00209943240730355	0.00607323613492865
"14"	0.348078945788757	4	2.42011649758586	1	1	0.021971994320533	1	7.70725323258931	0.001	0	0.340595385904073	0.00748355988468405	0.0214996051189654
"15"	4.5250767474505	5	2.41382777867203	1	1	0.00799638866404903	1	9.72805638286795	0.001	0	4.4891795232003	0.0358972242501999	0.00793295368314471
"16"	0.288664773389456	4	0.411240889306377	1	1	0.030749503521431	1	8.0331813397991	0.001	0	0.280053274246815	0.00861149914264072	0.0298321788333431
"17"	5.7417163750144	3	4.40979955251401	1	1	0.00455031432211399	1	8.35012627931564	0.001	0	5.71570810655612	0.0260082684582853	0.00452970275081205
"18"	0.51229380712431	8	2.74037973805544	1	1	0.00345160632859916	1	7.8151151124623	0.001	0	0.510531652840416	0.00176215428389417	0.00343973372191589
"19"	0.318130906166686	2	0.471162124137822	1	1	0.0111245115935327	1	11.9504481201421	0.001	0	0.314630792270391	0.00350011389629434	0.0110021183998402
"20"	1.38909045818085	7	1.96550434163585	1	1	0.0206624332807007	1	11.1911065284874	0.001	0	1.36096951635216	0.028120941828694	0.0202441400868314
"21"	0.890558354719131	1	0.217871718865117	1	1	0.00340009298641235	1	11.2989715892442	0.001	0	0.887540634034196	0.00301772068493564	0.00338857152812561
"22"	2.35153950572339	10	0.712127993461169	1	1	0.0141578031695428	1	11.0611316233462	0.001	0	2.31871164267941	0.0328278630439823	0.013960158000358
"23"	0.97087930106717	2	5.33861525796389	1	1	0.00419832000508904	1	10.8994069233155	0.001	0	0.966820280143717	0.00405902092345316	0.00418076780398096
"24"	0.0994621724826536	4	0.533424940959484	1	1	0.0146487518950346	1	7.3867749163409	0.001	0	0.0980262108408359	0.00143596164181775	0.0144372639967037
"25"	0.753591712389106	9	0.259865510542868	1	1	0.00543678519781679	1	8.95979587310925	0.001	0.111111111111111	0.728593148981696	0.0249985634074104	0.0331725561685885
"26"	6.12020587798216	8	0.140654452174826	1	1	0.00488780284766108	1	9.96947264280998	0.001	0	6.0904370225598	0.0297688554223682	0.00486402843562234
"27"	0.361243266593263	4	0.663122660811955	1	1	0.0173298470481279	1	7.24193762964447	0.001	0	0.355089617827927	0.00615364876533616	0.0170346393536098
"28"	4.25164597718479	5	0.671830674506251	1	1	0.00340842198580503	1	9.19022951230598	0.001	0	4.23720379859931	0.0144421785854825	0.00339684410766611
"29"	0.211076888394963	8	0.659971246785913	1	1	0.0199498319431188	1	13.9253431566113	0.001	0	0.206948304499289	0.0041285838956742	0.0195596207953799
"30"	0.222068527683192	6	1.83517124869016	1	1	0.00222029188552273	1	8.70800549090739	0.001	0	0.221576563038256	0.000491964644935856	0.0022153731105819
"31"	1.25222298970938	5	1.99313108626202	1	1	0.00293581279460341	1	8.24092189561021	0.001	0	1.24855745874719	0.00366553096218751	0.00292721902752978
"32"	10.8377651622059	2	1.51497348629895	1	1	0.0075265544124047	1	11.0533073438799	0.001	0	10.7568034953942	0.0809616668116298	0.00747032857788471
"33"	3.70865757494551	3	6.29028285284077	1	1	0.000856459434144199	1	13.5655616590335	0.001	0	3.70548397823428	0.00317359671122893	0.000855726539076759
"34"	0.812978133408413	5	1.16710949372519	1	1	0.00413377524279184	1	11.1878541936123	0.001	0.2	0.656922472658315	0.156055660750097	0.191955545096685
"35"	1.2192417379662	6	2.80688181786027	1	1	0.0219283965777008	1	10.2434684933587	0.001	0	1.19307941931085	0.0261623186553414	0.0214578601114677
"36"	0.854917313793073	10	1.0906659028431	1	1	0.0115345941293509	1	5.92855224491175	0.001	0.1	0.762909521856696	0.0920077919363773	0.107621860561181
"37"	3.40387017825998	1	1.2461854805786	1	1	0.00737134826497438	1	14.4135561504293	0.001	0	3.37896266766229	0.0249075105976856	0.00731740909414415
"38"	6.79904773251586	5	0.757777467931841	1	1	0.00826620361531232	1	14.0528981878477	0.001	0	6.74330619050475	0.0557415420111083	0.0081984336930787
"39"	2.2055584966687	6	2.26811896040708	1	1	0.00188547538230786	1	11.4375196363668	0.001	0	2.20140779646205	0.00415070020664977	0.00188192705517403
"40"	0.741945843177989	10	3.19173501739887	1	1	0.00479823052883148	1	9.83394614267584	0.001	0	0.738402816242519	0.00354302693547	0.00477531745483483
"41"	0.389956300709162	4	4.11669430363017	1	1	0.0139893715726679	1	9.87748797929266	0.001	0	0.384576319675176	0.00537998103398516	0.0137963690398163
"42"	2.15834797777897	9	1.33848466448838	1	1	0.00221539512248689	1	12.9804196864996	0.001	0.111111111111111	1.87529814010658	0.283049837672383	0.131141892126057
"43"	0.532084349035666	5	0.930661076673632	1	1	0.00104990679485435	1	11.5612752506168	0.001	0.2	0.448191005505716	0.0838933435299505	0.157669256165862
"44"	0.543470544275709	10	0.746575452592837	1	1	0.00289574328344315	1	7.86668741912682	0.001	0	0.54190133711846	0.00156920715724964	0.00288738216592943
"45"	0.685034918770607	10	1.09884025837574	1	1	0.00395846744489632	1	10.0185111786959	0.001	0	0.682333922153215	0.00270099661739192	0.00394285976288515
"46"	1.44580276458372	7	2.75509617582836	1	1	0.00459033956285566	1	9.45302046180773	0.001	0	1.4391963645727	0.00660640001101611	0.00456936462762834
"47"	3.27069306507422	2	0.869322136226559	1	1	0.00919700074898911	1	8.31446325332437	0.001	0	3.24088662832612	0.0298064367481041	0.00911318676349952
"48"	0.420539636738244	6	0.523119233320751	1	1	0.0105319480219329	1	9.47542970283765	0.001	0.166666666666667	0.383103356419296	0.0374362803189475	0.0890196239510449
"49"	0.0613422291873409	5	1.23056304192171	1	1	0.00845418400248374	1	9.07243475209892	0.001	0.2	0.0488951481575857	0.0124470810297552	0.202912107933695
"50"	0.303252905680921	10	1.70304607811651	1	1	0.0061961198458448	1	8.85617529275926	0.001	0.1	0.257758366443785	0.0454945392371355	0.150021775174693
"51"	0.0751100164116632	1	2.09840140985351	1	1	0.00737021416383696	1	7.81289730829188	0.001	0	0.0745604896348935	0.000549526776769711	0.00731629152838768
"52"	0.726520728655158	1	0.442358896622248	1	1	0.00773500192868424	1	13.6706628668254	0.001	0	0.720944223694409	0.00557650496075001	0.00767563090880079
"53"	1.2227560681036	1	0.832170594773948	1	1	0.00656625209376216	1	10.4507104286451	0.001	0	1.21477951953996	0.00797654856363864	0.00652341768870521
"54"	1.31350960525376	6	0.933156754870504	1	1	0.00889503354139574	1	10.0488665980621	0.001	0	1.3019289039843	0.011580701269453	0.00881660950413507
"55"	3.92822849641184	6	1.14930512845151	1	1	0.00113243487575245	1	12.3619573381614	0.001	0	3.92378506535887	0.00444343105296898	0.00113115391760631
"56"	0.643535179932715	5	0.408397092119669	1	1	0.011631768149835	1	8.405361952101	0.001	0	0.636135795843651	0.00739938408906411	0.0114980257797837
"57"	5.3061727199601	2	0.533681801720394	1	1	0.000650024190545082	1	12.806014873349	0.001	0	5.30272581990134	0.00344690005876388	0.000649601933574034
"58"	1.04468429910423	2	2.74182961070672	1	1	0.0134228690616311	1	11.2664804472622	0.001	0	1.03084736983639	0.0138369292678406	0.0132450820594367
"59"	1.74403101239999	10	6.58429961852284	1	1	0.00184343663044274	1	9.64380547243757	0.001	0	1.74082191751017	0.00320909488981582	0.00184004462477977
"60"	1.2337787861792	10	1.13250617627746	1	1	0.0038263676315546	1	12.2129930879556	0.001	0.1	1.10447068775014	0.129308098429053	0.104806550313203
"61"	0.361717912321712	6	0.551996437422259	1	1	0.0140714854421182	1	13.2861065256032	0.001	0	0.356698632704389	0.00501927961732326	0.0138762263253889
"62"	3.11666914390726	9	1.20772183401205	1	1	0.00710582771231326	1	9.05213415419822	0.001	0.111111111111111	2.73081306135597	0.385856082551295	0.123803992254231
"63"	0.220747047584769	9	2.39023620459878	1	1	0.0925453898814843	1	16.9042048656178	0.001	0	0.202048399663024	0.0186986479217445	0.0847062197493903
"64"	0.877912519101236	2	2.52015627756117	1	1	0.0151058105929735	1	10.1298477326296	0.001	0	0.864848284720589	0.0130642343806472	0.014881020712658
"65"	4.91892638077752	10	2.30840560135797	1	1	0.00344772417563945	1	10.7086616298746	0.001	0	4.90202554878338	0.0169008319941427	0.00343587821525217
"66"	0.58461224987465	7	1.36700479225855	1	1	0.00367613397538662	1	8.6331331476812	0.001	0	0.582471008410953	0.00214124146369721	0.00366266951155458
"67"	1.14864581186354	2	1.84359025090442	1	1	0.0124564471065479	1	11.7477722497159	0.001	0	1.1345138007133	0.0141320111502339	0.0123031930332871
"68"	0.866454618061795	9	0.373460944420914	1	1	0.00180962637486665	1	9.84844265394213	0.001	0.111111111111111	0.83049000994185	0.0359646081199449	0.0415077805233418
"69"	0.332250229467855	7	0.679678846600435	1	1	0.0108865461308033	1	9.60824567905045	0.001	0	0.328672125214795	0.00357810425306004	0.0107693055887151
"70"	4.62298796756591	8	2.220830266383	1	1	0.000426716178035135	1	12.4723980230385	0.001	0	4.62101610523484	0.00197186233106462	0.000426534169004736
"71"	7.37865980450851	3	0.54524779225753	1	1	0.00925792606632451	1	11.3769274746445	0.001	0	7.31097533538083	0.0676844691276778	0.00917300308198533
"72"	0.614017004582124	4	1.22299601702217	1	1	8.06454481574183e-05	1	8.77886341900816	0.001	0	0.613967490898666	4.95136834576086e-05	8.06389449935603e-05
"73"	4.00741710181042	10	1.30517618382842	1	1	0.00132951138541102	1	16.8691864092831	0.001	0	4.00209626925493	0.00532083255548541	0.00132774613181184
"74"	4.01039529362855	6	0.672032523977985	1	1	0.0125318772714109	1	15.6242039884923	0.001	0	3.9607595411572	0.0496357524713519	0.0123767730702781
"75"	0.698945657600004	3	3.3139675812773	1	1	0.0459566902784544	1	11.0414814505882	0.001	0	0.668235754019539	0.0307099035804654	0.0439374695965851
"76"	0.0636394715104831	9	1.44827217566732	1	1	0.0102455237954171	1	10.9100184840972	0.001	0.111111111111111	0.0543386203383343	0.00930085117214877	0.146149095072492
"77"	1.13388485459599	5	1.50048669977935	1	1	0.0157395546688678	1	12.1300202593318	0.001	0	1.11631456054268	0.0175702940533147	0.015495659883009
