"n.deleterious"	"n.functional"	"n.neutral"	"m1"	"m2"	"m3"	"m4"
"1"	0	10000	0	0.727299341908332	1.05142290638943	5.24230996742339	50.2223873093643
"2"	5000	5000	0	0.506702343993148	0.90350635419857	7.39844474272989	105.045870677057
"3"	9000	1000	0	0.191422695240997	0.375725982465103	13.2770732959378	280.542489786934
"4"	9500	500	0	0.132144712456162	0.129622901368336	9.34062210664387	127.076207010989
"5"	9900	100	0	0.0809360688287504	0.0290500987936935	12.5969613400759	275.117579191765
"6"	10000	0	0	0.0697689354802219	0.00988038648048156	3.76851506823634	26.964131942588
"7"	0	5000	5000	0.535484193859122	0.717488114604758	5.11169247767424	51.2100742944728
"8"	2500	2500	5000	0.375902954186196	0.57601933262676	7.19356645145296	89.6453404817643
"9"	4500	500	5000	0.218030050707894	0.299664877621986	9.90275750327235	163.513883277961
"10"	4750	250	5000	0.190536071150293	0.173805960089628	6.66923179890626	77.9306593679431
"11"	4950	50	5000	0.16317865889532	0.149710690741352	9.79710671898654	177.13258752987
"12"	5000	0	5000	0.161745399548387	0.142633323176463	6.81658302586075	67.2755933758289
"13"	0	1000	9000	0.313750809124525	0.399539733609295	6.15848013924527	63.5326444225939
"14"	500	500	9000	0.279706825282687	0.397475456728714	9.53147663252543	193.590199295243
"15"	900	100	9000	0.244853586314609	0.434419787324461	19.533478907798	760.665839652275
"16"	950	50	9000	0.235283018510587	0.262326076952169	7.42151344718224	95.9637975964614
"17"	990	10	9000	0.235798538243246	0.279033550792864	7.21072676371297	89.1383740704562
"18"	1000	0	9000	0.235578697560095	0.360096800216553	15.8110299836233	503.142890282267
"19"	0	500	9500	0.274713801208774	0.306382168801019	6.41964767586282	71.7138660718497
"20"	250	250	9500	0.27226036149324	0.465970494804774	12.2448569122708	299.234289666946
"21"	450	50	9500	0.246021988860493	0.32550369263096	9.66203216968024	182.164855550456
"22"	475	25	9500	0.245688791656772	0.293531474780773	6.8693256958914	76.6323078231596
"23"	495	5	9500	0.233456270808459	0.262965201732404	10.3580050208627	217.409689542435
"24"	500	0	9500	0.229197465287004	0.267544436428186	10.1201150659931	192.097900034699
"25"	0	100	9900	0.255955174753286	0.524620640025186	20.7535857001022	789.468968001483
"26"	50	50	9900	0.25326243319579	0.267975487294241	5.60078387659078	49.2464668668977
"27"	90	10	9900	0.265514815774434	0.473680688972299	12.1474929348014	234.32899095111
"28"	95	5	9900	0.247537108358679	0.356721300372784	8.71737107867494	118.227381436064
"29"	99	1	9900	0.22988123470629	0.271954996076151	10.1785516861817	193.899766100796
"30"	100	0	9900	0.240306053693812	0.243439199305289	6.0212348327127	57.7245509447389
"31"	0	0	10000	0.256539530762948	0.376602446553544	12.5671192234861	295.948624378036
