"Ne"	"alpha"	"l"	"gamma_2"	"v"	"P_1"	"P_2"	"frac"
"300"	1000	5	50	100	0.916779709307118	136.062172859411	0.123509862431653	0.000906922519042769
"301"	10000	0	10	20	0.981853526698449	0.981853526698449	0.000907323665077542	0.000923239529476494
"302"	10000	0	10	40	0.980641090558573	0.980641090558573	0.000483972736035673	0.000493283429546176
"303"	10000	0	10	60	0.980224097946083	0.980224097946083	0.000329598367565283	0.000336134949880251
"304"	10000	0	10	80	0.980013180232719	0.980013180232719	0.000249835247091014	0.00025486552399279
"305"	10000	0	10	100	0.979885855767069	0.979885855767069	0.000201141442329307	0.00020522815107436
"306"	10000	0	20	20	0.952210250590891	0.952210250590891	0.00238948747045544	0.0025031302389713
"307"	10000	0	20	40	0.95114385277672	0.95114385277672	0.001221403680582	0.0012824950010519
"308"	10000	0	20	60	0.950786024438097	0.950786024438097	0.00082023292603172	0.000861945704627561
"309"	10000	0	20	80	0.95060666898921	0.95060666898921	0.000617416637634874	0.000649075908573114
"310"	10000	0	20	100	0.950498923835062	0.950498923835062	0.000495010761649384	0.000520519367833091
"311"	10000	0	30	20	0.940337260925037	0.940337260925037	0.00298313695374815	0.00316237935748685
"312"	10000	0	30	40	0.939459723178799	0.939459723178799	0.00151350692053003	0.00160844843627513
"313"	10000	0	30	60	0.93916585074627	0.93916585074627	0.00101390248756218	0.00107841344601899
"314"	10000	0	30	80	0.939018661810503	0.939018661810503	0.000762266727368707	0.000811111083680593
"315"	10000	0	30	100	0.938930267971397	0.938930267971397	0.000610697320286031	0.00064999541568306
"316"	10000	0	40	20	0.933580176861215	0.933580176861215	0.00332099115693925	0.00354465473019338
"317"	10000	0	40	40	0.932838431598983	0.932838431598983	0.00167903921002542	0.00179669108654746
"318"	10000	0	40	60	0.932590272915143	0.932590272915143	0.00112349545141429	0.001203254669126
"319"	10000	0	40	80	0.932466024472013	0.932466024472013	0.000844174694099839	0.000904495305905889
"320"	10000	0	40	100	0.932391419922354	0.932391419922355	0.000676085800776456	0.000724584016300607
"321"	10000	0	50	20	0.929216666549123	0.929216666549123	0.00353916667254385	0.00379431202302948
"322"	10000	0	50	40	0.928575905475634	0.928575905475634	0.00178560236310916	0.00191925649122905
"323"	10000	0	50	60	0.928361660045312	0.928361660045312	0.00119397233257814	0.00128445494921465
"324"	10000	0	50	80	0.928254416131254	0.928254416131254	0.000896819798359319	0.000965203256133059
"325"	10000	0	50	100	0.928190028431306	0.928190028431306	0.000718099715686937	0.000773057844933943
"326"	10000	1	10	20	0.985587405102511	2.67910433364826	0.00195887474053927	0.000730633554035627
"327"	10000	1	10	40	0.982688930328347	2.6712254623394	0.00117640915299108	0.000440206679070361
"328"	10000	1	10	60	0.981630215598514	2.66834757732778	0.0008322375188545	0.000311795224220336
"329"	10000	1	10	80	0.981083165996667	2.66686054233581	0.000642766076540461	0.000240961679227691
"330"	10000	1	10	100	0.980749255145498	2.66595287853675	0.000523289499222935	0.000196247581544436
"331"	10000	1	20	20	0.95579121601429	2.59810989429242	0.00600859670833133	0.00230734382060405
"332"	10000	1	20	40	0.952969570246535	2.59043986587558	0.00319604906458658	0.00123226588827534
"333"	10000	1	20	60	0.952010787513902	2.58783362419602	0.00217413673771701	0.000839432518508439
"334"	10000	1	20	80	0.95152806641333	2.58652145220013	0.00164700470323647	0.000636359159251576
"335"	10000	1	20	100	0.95123738660585	2.58573130256155	0.00132550525897491	0.000512360321956588
"336"	10000	1	30	20	0.943305447200942	2.56417005581275	0.00770558863231459	0.00299609689487037
"337"	10000	1	30	40	0.940963774231945	2.55780472873294	0.00401192749315271	0.00156604786037375
"338"	10000	1	30	60	0.940172917751767	2.55565495793395	0.00271044784208494	0.00105944515821139
"339"	10000	1	30	80	0.939775585650852	2.55457489730417	0.00204633663943596	0.000800406650882529
"340"	10000	1	30	100	0.939536587956472	2.55392523421449	0.00164356594244555	0.000643131166081155
"341"	10000	1	40	20	0.936097567989063	2.54457700872937	0.00868524098648355	0.00340162511212865
"342"	10000	1	40	40	0.934110414734524	2.5391753661472	0.00447766155779618	0.00176032717867819
"343"	10000	1	40	60	0.933441181262902	2.53735620096229	0.00301542712494589	0.0011870023628064
"344"	10000	1	40	80	0.93310529501132	2.53644316746819	0.0022729832623857	0.00089532784582144
"345"	10000	1	40	100	0.932903358120949	2.5358942460886	0.00182387582370447	0.000718707017913435
"346"	10000	1	50	20	0.931395875512782	2.5317964835081	0.0093242672475473	0.00366935229062789
"347"	10000	1	50	40	0.929675074600419	2.52711886165763	0.00477907417003549	0.00188754613778428
"348"	10000	1	50	60	0.929096549170297	2.52554626649363	0.00321225936609033	0.00127029106703584
"349"	10000	1	50	80	0.928806370900867	2.52475748017682	0.00241905435352784	0.000957216213618177
"350"	10000	1	50	100	0.928631972441258	2.52428341601315	0.00193998412445893	0.000767938466706174
"351"	10000	2	10	20	0.992706783233743	7.33516611110311	0.00269449939137679	0.000367205038962331
"352"	10000	2	10	40	0.9874217080738	7.29611439425923	0.00232354261678543	0.000318361632568734
"353"	10000	2	10	60	0.985074226642703	7.27876872227366	0.00183812294428317	0.000252468370200553
"354"	10000	2	10	80	0.983777325863119	7.26918584965857	0.00149837811590104	0.000206084884030191
"355"	10000	2	10	100	0.982958505274144	7.26313553839167	0.0012592056053898	0.000173339369591713
"356"	10000	2	20	20	0.96481087504347	7.12904168055457	0.0130007209188042	0.00182030855993269
"357"	10000	2	20	40	0.957765435232619	7.07698253055055	0.00780183920950251	0.00110121053829148
"358"	10000	2	20	60	0.955267670179161	7.0585264044486	0.0055088282413675	0.000779841557963146
"359"	10000	2	20	80	0.953992503784694	7.04910412842441	0.00424939963132797	0.000602465141499766
"360"	10000	2	20	100	0.953219233732196	7.04339039262689	0.00345665706303765	0.00049052534256292
"361"	10000	2	30	20	0.950982296289439	7.02686153637256	0.0181097281279047	0.00257058935345265
"362"	10000	2	30	40	0.944958207142157	6.98234920371832	0.0101676723803082	0.00145407906201308
"363"	10000	2	30	60	0.942869228039267	6.96691361993758	0.0070357079832178	0.00100885562145537
"364"	10000	2	30	80	0.941810135162352	6.95908792325607	0.00537460219593219	0.000771718158621777
"365"	10000	2	30	100	0.941170087322109	6.95435857385852	0.0043469752507213	0.000624681590569347
"366"	10000	2	40	20	0.942683829806882	6.96554370199784	0.0211756198466404	0.00303083877728324
"367"	10000	2	40	40	0.937505610996106	6.92728155271248	0.0115443636554543	0.00166373444075349
"368"	10000	2	40	60	0.935726726140412	6.91413727272022	0.00791531377017376	0.00114349229094588
"369"	10000	2	40	80	0.934827645804514	6.90749391768082	0.00601952726562284	0.000870690035328263
"370"	10000	2	40	100	0.934285151410343	6.90348539616894	0.0048557070276171	0.000702875980656241
"371"	10000	2	50	20	0.937136342005636	6.92455300342631	0.0232251547752172	0.00334281755208333
"372"	10000	2	50	40	0.932618065802835	6.89116720709335	0.0124472222959326	0.00180300079374997
"373"	10000	2	50	60	0.931074390844765	6.87976090622965	0.0084882532116833	0.00123228022320431
"374"	10000	2	50	80	0.930295645472173	6.87400671298479	0.00643811732432328	0.00093571236789265
"375"	10000	2	50	100	0.929826208518035	6.87053801699575	0.00518518081934905	0.000754128790553515
"376"	10000	3	10	20	0.999118902119938	20.0678395991847	0.000884866200146795	4.4091800735669e-05
"377"	10000	3	10	40	0.995188481672863	19.9888949941714	0.00241604822540783	0.000120854916432643
"378"	10000	3	10	60	0.991894176949018	19.9227271150043	0.00271349680305532	0.000136182524437997
"379"	10000	3	10	80	0.989604467559993	19.8767370725277	0.0026099981332494	0.000131291944547886
"380"	10000	3	10	100	0.987984359444834	19.8441963311611	0.00241340592026545	0.000121602931293411
"381"	10000	3	20	20	0.983282572313477	19.7497584121293	0.0167889255529188	0.000849360551749624
"382"	10000	3	20	40	0.969427156955726	19.4714649553751	0.0153517991953147	0.00078780435966865
"383"	10000	3	20	60	0.963541100293715	19.3532403469583	0.0122049429371564	0.000630243340881233
"384"	10000	3	20	80	0.960375120673402	19.2896499463964	0.00994858720989058	0.000515481562612152
"385"	10000	3	20	100	0.958407796824917	19.2501351905978	0.00835401732589863	0.000433783628388745
"386"	10000	3	30	20	0.968654300865879	19.4559417258462	0.0314797598670757	0.00161538866956587
"387"	10000	3	30	40	0.95507400970038	19.1831742862139	0.0225590659243447	0.00117460060028549
"388"	10000	3	30	60	0.949879435419956	19.0788384727042	0.0167783075080579	0.000878647058179571
"389"	10000	3	30	80	0.947164327802558	19.0243040784045	0.0132654105597894	0.000696801688234367
"390"	10000	3	30	100	0.945498850760651	18.9908520777846	0.010946848454031	0.000576095373734065
"391"	10000	3	40	20	0.958544320465235	19.2528773412163	0.0416329790985678	0.00215776292880225
"392"	10000	3	40	40	0.946251713990252	19.0059737399808	0.0269890795801711	0.00141801777453341
"393"	10000	3	40	60	0.941729771457667	18.9151480962781	0.0195064804484936	0.00103019996321823
"394"	10000	3	40	80	0.939392991098731	18.8682126080973	0.0152165539386299	0.000805815183675535
"395"	10000	3	40	100	0.937967270064265	18.8395762356173	0.0124596068757033	0.000660915721771491
"396"	10000	3	50	20	0.951306077294698	19.1074933407555	0.04890217912161	0.00255278604322343
"397"	10000	3	50	40	0.940274712611533	18.8859224580986	0.0299903616272264	0.0015854567481381
"398"	10000	3	50	60	0.936300843171573	18.8061051567344	0.0213238627742215	0.00113259557383677
"399"	10000	3	50	80	0.934260400255027	18.7651217651944	0.0165051894749154	0.000878794447081275
"400"	10000	3	50	100	0.933019342991017	18.7401944636944	0.0134534245949331	0.000717376409916177
"401"	10000	4	10	20	0.999998583800326	54.598072711262	3.86609411261894e-06	7.08100789437398e-08
"402"	10000	4	10	40	0.999758350594851	54.5849564226665	0.000329840261944133	6.04265882852287e-06
"403"	10000	4	10	60	0.998774370177919	54.5312329122332	0.00111528534851757	2.04518122798722e-05
"404"	10000	4	10	80	0.997334780154647	54.4526339601563	0.00181895091234867	3.34031620025503e-05
"405"	10000	4	10	100	0.995821943137066	54.3700358576948	0.00228114175449463	4.19541023884955e-05
"406"	10000	4	20	20	0.9988836187198	54.5371976805137	0.00304761763152698	5.58783264517262e-05
"407"	10000	4	20	40	0.989836753799212	54.0432555922498	0.0138723610223605	0.000256624085437021
"408"	10000	4	20	60	0.98111860628827	53.5672608664363	0.0171814861117984	0.000320643182190014
"409"	10000	4	20	80	0.975068224018123	53.236921187493	0.0170153605706405	0.000319513667412802
"410"	10000	4	20	100	0.970866703221439	53.0075259246683	0.0159062410847597	0.000299985127990891
"411"	10000	4	30	20	0.993486186192577	54.2425078495986	0.0177821091772815	0.000327718653748282
"412"	10000	4	30	40	0.976491514545583	53.314630217252	0.0320879953973062	0.000601498957619058
"413"	10000	4	30	60	0.966339855930941	52.7603684371245	0.0306296932669955	0.000580206746448352
"414"	10000	4	30	80	0.960304502657813	52.4308493136152	0.0270912589941128	0.000516437715594546
"415"	10000	4	30	100	0.956381181556192	52.2166432394807	0.0238150679366351	0.000455874023855064
"416"	10000	4	40	20	0.985999786469135	53.83376427429	0.03821928794271	0.000709446458353611
"417"	10000	4	40	40	0.966149135436717	52.7499554509665	0.0462048645544441	0.000875155774175891
"418"	10000	4	40	60	0.956385353006708	52.2168709929619	0.0396879840030398	0.000759483302766539
"419"	10000	4	40	80	0.950890375478068	51.9168553854244	0.0335161830964979	0.000645157716577466
"420"	10000	4	40	100	0.947402021126186	51.7263976911516	0.0287175234199262	0.000554873142507098
"421"	10000	4	50	20	0.978677664383529	53.4339899540991	0.0582080039522579	0.00108815876285182
"422"	10000	4	50	40	0.958375788145957	52.3255450693258	0.0568151240954609	0.00108462321830616
"423"	10000	4	50	60	0.949338555026032	51.8321288595596	0.0461003528930768	0.000888626184681165
"424"	10000	4	50	80	0.944392612206827	51.5620895314614	0.0379507562710358	0.000735479198454394
"425"	10000	4	50	100	0.941291628222984	51.3927815426611	0.0320536849048312	0.000623311377916657
"426"	10000	5	10	20	1	148.413159102577	0	0
"427"	10000	5	10	40	0.99999996405125	148.413153767309	1.3338168792232e-07	8.98718775369275e-10
"428"	10000	5	10	60	0.999996204458872	148.412595794327	9.38847082171085e-06	6.32592549005334e-08
"429"	10000	5	10	80	0.999960570388119	148.407307229315	7.31484157684526e-05	4.92889340019836e-07
"430"	10000	5	10	100	0.999843741345076	148.389968261962	0.000231908406143526	1.56282831263297e-06
"431"	10000	5	20	20	0.999999830443433	148.413133938151	1.25822128452431e-06	8.47782969384417e-09
"432"	10000	5	20	40	0.999806948701959	148.384507749566	0.000716283825277668	4.8271910491336e-06
"433"	10000	5	20	60	0.99826297907008	148.15536233894	0.00429661272727983	2.89998826784656e-05
"434"	10000	5	20	80	0.99517644821495	147.697280544062	0.00894848198142701	6.05829695906e-05
"435"	10000	5	20	100	0.99146498864129	147.146451103854	0.0126670799872258	8.60774387856907e-05
"436"	10000	5	30	20	0.999974271238743	148.409340615839	0.000190924336897813	1.28646950715648e-06
"437"	10000	5	30	40	0.99774779097107	148.078901645634	0.00835643642357068	5.64291386834933e-05
"438"	10000	5	30	60	0.991540797945539	147.157702202187	0.0209242816731598	0.0001421692957262
"439"	10000	5	30	80	0.984678396270157	146.139231490513	0.0284240951507978	0.00019446227714954
"440"	10000	5	30	100	0.978734317101921	145.257051923199	0.0315610717937747	0.000217230181658231
"441"	10000	5	40	20	0.999719747056555	148.371565877892	0.00207966123422442	1.4016378897127e-05
"442"	10000	5	40	40	0.993259444653631	147.412771989516	0.0250096778265108	0.00016962869044611
"443"	10000	5	40	60	0.983257461480969	145.928346069571	0.0414135505500988	0.00028371322017571
"444"	10000	5	40	80	0.97483924357859	144.678971756665	0.046677341823898	0.000322522939884229
"445"	10000	5	40	100	0.968434607318027	143.728439456332	0.0468471964624498	0.000325836223686913
"446"	10000	5	50	20	0.998898670723825	148.249707345487	0.00817258785446685	5.51241381445716e-05
"447"	10000	5	50	40	0.987667748929864	146.582890762412	0.0457567085041246	0.000312058450332502
"448"	10000	5	50	60	0.975611034613148	144.793515702271	0.0603273900051013	0.000416470759196021
"449"	10000	5	50	80	0.966821674554485	143.489059009474	0.0615512511637788	0.000428777356306762
"450"	10000	5	50	100	0.960552231850207	142.55859121192	0.0585456789065675	0.000410509425325123
"451"	1e+05	0	10	20	1	1	0	0
"452"	1e+05	0	10	40	1	1	0	0
"453"	1e+05	0	10	60	1	1	0	0
"454"	1e+05	0	10	80	1	1	0	0
"455"	1e+05	0	10	100	1	1	0	0
"456"	1e+05	0	20	20	0.999257186125476	0.999257186125476	3.71406937262009e-05	3.71669214258639e-05
"457"	1e+05	0	20	40	0.99885026843821	0.99885026843821	2.87432890447442e-05	2.87755460944579e-05
"458"	1e+05	0	20	60	0.998672497052875	0.998672497052875	2.21250491187467e-05	2.21539684194746e-05
"459"	1e+05	0	20	80	0.99857411581879	0.99857411581879	1.78235522651268e-05	1.78486842947608e-05
"460"	1e+05	0	20	100	0.998511802557735	0.998511802557735	1.48819744226536e-05	1.49039326171101e-05
"461"	1e+05	0	30	20	0.989706862166253	0.989706862166254	0.000514656891687326	0.000519739151070915
"462"	1e+05	0	30	40	0.987423607587481	0.987423607587481	0.000314409810312971	0.000318312958269326
"463"	1e+05	0	30	60	0.986605727379862	0.986605727379862	0.000223237877002306	0.000226217394160293
"464"	1e+05	0	30	80	0.986187302364298	0.986187302364298	0.000172658720446275	0.000175046359603237
"465"	1e+05	0	30	100	0.985933390798906	0.985933390798906	0.000140666092010939	0.00014265266490679
"466"	1e+05	0	40	20	0.981503856167374	0.981503856167374	0.000924807191631299	0.00094134793305939
"467"	1e+05	0	40	40	0.979573179261662	0.979573179261662	0.000510670518458456	0.000521047784404389
"468"	1e+05	0	40	60	0.978928279288552	0.978928279288552	0.000351195345190799	0.000358626269913548
"469"	1e+05	0	40	80	0.978605949583266	0.978605949583266	0.000267425630209178	0.000273197368506276
"470"	1e+05	0	40	100	0.978412635213302	0.978412635213302	0.000215873647866982	0.000220587941095436
"471"	1e+05	0	50	20	0.976343390331611	0.976343390331611	0.00118283048341945	0.00121002430240004
"472"	1e+05	0	50	40	0.974564418416112	0.974564418416112	0.000635889539597201	0.000652060437645064
"473"	1e+05	0	50	60	0.973964741166208	0.973964741166208	0.000433920980563196	0.000445321814797233
"474"	1e+05	0	50	80	0.973663714408047	0.973663714408047	0.000329203569899408	0.000337993802442475
"475"	1e+05	0	50	100	0.97348273274523	0.97348273274523	0.000265172672547695	0.000272321687237854
"476"	1e+05	1	10	20	1	2.71828182845905	0	0
"477"	1e+05	1	10	40	1	2.71828182845905	0	0
"478"	1e+05	1	10	60	1	2.71828182845905	0	0
"479"	1e+05	1	10	80	1	2.71828182845905	0	0
"480"	1e+05	1	10	100	1	2.71828182845905	0	0
"481"	1e+05	1	20	20	0.999842099783578	2.71785261117003	2.14608644505338e-05	7.8961952915166e-06
"482"	1e+05	1	20	40	0.999459668747818	2.71681305583489	3.67193156038941e-05	1.35154015285443e-05
"483"	1e+05	1	20	60	0.999193199271437	2.7160887166994	3.65518626606814e-05	1.34573552566786e-05
"484"	1e+05	1	20	80	0.999016315569349	2.71560789694627	3.34241439097162e-05	1.23080112421836e-05
"485"	1e+05	1	20	100	0.99889293957836	2.71527252623189	3.00930222715171e-05	1.10827507984296e-05
"486"	1e+05	1	30	20	0.995360267314183	2.70566972741028	0.000630605052438247	0.000233013699504814
"487"	1e+05	1	30	40	0.991172979923688	2.69428750018616	0.000599858206822066	0.00022259119846099
"488"	1e+05	1	30	60	0.989298854832126	2.68919310000551	0.000484812140892217	0.000180249143848354
"489"	1e+05	1	30	80	0.988274339359095	2.6864081782122	0.000398420628085629	0.00014828779572657
"490"	1e+05	1	30	100	0.987633439372969	2.68466603142605	0.000336157970329967	0.000125198397102812
"491"	1e+05	1	40	20	0.987793454317653	2.68510099714247	0.0016590415658289	0.000617487807592414
"492"	1e+05	1	40	40	0.982877640596422	2.67173843003195	0.00116358496067729	0.000435326455721387
"493"	1e+05	1	40	60	0.981142304392778	2.66702129716332	0.000854342188262046	0.000320233138179443
"494"	1e+05	1	40	80	0.980267773493732	2.66464407571202	0.000670471909337837	0.000251554515370876
"495"	1e+05	1	40	100	0.979742095882218	2.66321513581301	0.000550666926460335	0.000206724977809242
"496"	1e+05	1	50	20	0.982175085675705	2.66982868775747	0.00242265703507855	0.000906597741937566
"497"	1e+05	1	50	40	0.977601082906101	2.65739525914554	0.00152216423283767	0.000572475180858996
"498"	1e+05	1	50	60	0.976011676264699	2.65307480395418	0.00108678374174769	0.000409464045740757
"499"	1e+05	1	50	80	0.975206874744723	2.65088712660692	0.000842433773151613	0.000317692190688883
"500"	1e+05	1	50	100	0.974720963256131	2.64956628223724	0.000687155462218082	0.000259279151360923
"501"	1e+05	2	10	20	1	7.38905609893065	0	0
"502"	1e+05	2	10	40	1	7.38905609893065	0	0
"503"	1e+05	2	10	60	1	7.38905609893065	0	0
"504"	1e+05	2	10	80	1	7.38905609893065	0	0
"505"	1e+05	2	10	100	1	7.38905609893065	0	0
"506"	1e+05	2	20	20	0.999998058683665	7.38904175443534	7.17224765343341e-07	9.70659957760672e-08
"507"	1e+05	2	20	40	0.999935951501427	7.38858284098164	1.18314487252043e-05	1.60131246194245e-06
"508"	1e+05	2	20	60	0.999800535288215	7.38758224298551	2.45642657523283e-05	3.32506404214926e-06
"509"	1e+05	2	20	80	0.999651159173352	7.38647849449295	3.22200554712212e-05	4.36201296070156e-06
"510"	1e+05	2	20	100	0.999513957404997	7.3854647029297	3.59139600094831e-05	4.86276582623964e-06
"511"	1e+05	2	30	20	0.999666042975685	7.38658847174335	0.000123381359364914	1.67031504434668e-05
"512"	1e+05	2	30	40	0.997210466826372	7.36844408182088	0.000515300427744208	6.99285205704261e-05
"513"	1e+05	2	30	60	0.99473044472452	7.35011905938372	0.000648950659115588	8.82833818492126e-05
"514"	1e+05	2	30	80	0.992920400728009	7.33674454275196	0.000653894452233645	8.91180243011038e-05
"515"	1e+05	2	30	100	0.991623896101463	7.32716459733389	0.000618915015967587	8.44614220554551e-05
"516"	1e+05	2	40	20	0.997613872603127	7.37142486973596	0.000881561459734639	0.000119577430477434
"517"	1e+05	2	40	40	0.990841137057418	7.3213807468455	0.00169188380212879	0.000231034688232932
"518"	1e+05	2	40	60	0.986919432876132	7.29240305464656	0.00161088407140149	0.000220850149853789
"519"	1e+05	2	40	80	0.984708021319812	7.27606281059909	0.00141241610414448	0.000194080510087057
"520"	1e+05	2	40	100	0.98332730534284	7.26586062278855	0.00123195476142098	0.000169525122774248
"521"	1e+05	2	50	20	0.993981376815389	7.34458415458123	0.00222359721747093	0.000302661685536352
"522"	1e+05	2	50	40	0.985224459576411	7.27987880184874	0.00272943242704783	0.000374787759995339
"523"	1e+05	2	50	60	0.98134172925406	7.25118908967986	0.00229778348751318	0.000316783297149584
"524"	1e+05	2	50	80	0.979280286168092	7.2359569710729	0.00191373909822192	0.000264406366852148
"525"	1e+05	2	50	100	0.978012657126657	7.2265903889731	0.00162465709957556	0.000224766016121545
"526"	1e+05	3	10	20	1	20.0855369231877	0	0
"527"	1e+05	3	10	40	1	20.0855369231877	0	0
"528"	1e+05	3	10	60	1	20.0855369231877	0	0
"529"	1e+05	3	10	80	1	20.0855369231877	0	0
"530"	1e+05	3	10	100	1	20.0855369231877	0	0
"531"	1e+05	3	20	20	1	20.0855369231877	0	0
"532"	1e+05	3	20	40	0.999999847515259	20.0855338604498	7.65684472503863e-08	3.81211908483391e-09
"533"	1e+05	3	20	60	0.999996233547007	20.085461271957	1.26085384428098e-06	6.27744490434959e-08
"534"	1e+05	3	20	80	0.999981535023133	20.085166044213	4.63598718314791e-06	2.30816419584526e-07
"535"	1e+05	3	20	100	0.999952581445267	20.0845844960557	9.52427131933928e-06	4.74207808716474e-07
"536"	1e+05	3	30	20	0.999999889710788	20.0855347079696	1.10760902200999e-07	5.51446118814372e-09
"537"	1e+05	3	30	40	0.999934036343837	20.0842120077362	3.31228862864067e-05	1.6491974714999e-06
"538"	1e+05	3	30	60	0.999494622926471	20.0753861533172	0.000169179497841744	8.42713912701619e-06
"539"	1e+05	3	30	80	0.998661832749657	20.0586591154715	0.000335972596452081	1.67492237261643e-05
"540"	1e+05	3	30	100	0.997657447021231	20.0384854888381	0.000470514343495915	2.3479982860445e-05
"541"	1e+05	3	40	20	0.999992402327912	20.0853843198644	7.63016616248912e-06	3.79886346329303e-07
"542"	1e+05	3	40	40	0.999221582396529	20.0699019876715	0.000390873387904275	1.94752209452136e-05
"543"	1e+05	3	40	60	0.996853711290923	20.0223420251505	0.00105324830061964	5.26008844272346e-05
"544"	1e+05	3	40	80	0.994115825107412	19.9673501111201	0.00147733515084451	7.39820680417762e-05
"545"	1e+05	3	40	100	0.991732621117413	19.9194821793835	0.00166054743804185	8.33560333768463e-05
"546"	1e+05	3	50	20	0.999920764458337	20.08394543479	7.95744198846051e-05	3.96207532345309e-06
"547"	1e+05	3	50	40	0.99728926449709	20.031090345155	0.00136116445081709	6.79479718278312e-05
"548"	1e+05	3	50	60	0.992721852792702	19.9393514287231	0.00243642490774285	0.00012217685423322
"549"	1e+05	3	50	80	0.988932728892953	19.8632448407281	0.00277865103074411	0.000139869512985162
"550"	1e+05	3	50	100	0.986176771585799	19.8078899584766	0.00277646964711087	0.000140150239628957
"551"	1e+05	4	10	20	1	54.5981500331442	0	0
"552"	1e+05	4	10	40	1	54.5981500331442	0	0
"553"	1e+05	4	10	60	1	54.5981500331442	0	0
"554"	1e+05	4	10	80	1	54.5981500331442	0	0
"555"	1e+05	4	10	100	1	54.5981500331442	0	0
"556"	1e+05	4	20	20	1	54.5981500331442	0	0
"557"	1e+05	4	20	40	1	54.5981500331442	0	0
"558"	1e+05	4	20	60	1	54.5981500331442	0	0
"559"	1e+05	4	20	80	0.99999999354246	54.5981496805745	4.40712145872673e-09	8.07192456915623e-11
"560"	1e+05	4	20	100	0.999999934612281	54.5981464630957	3.57004849322048e-08	6.53877232498945e-10
"561"	1e+05	4	30	20	1	54.5981500331442	0	0
"562"	1e+05	4	30	40	1	54.5981500331442	0	0
"563"	1e+05	4	30	60	0.99999962845877	54.5981297476804	3.38091063250426e-07	6.19235608837332e-09
"564"	1e+05	4	30	80	0.999993151919915	54.5977761406403	4.67365629884476e-06	8.56015799385925e-08
"565"	1e+05	4	30	100	0.99996177445176	54.5960629889264	2.08704421788614e-05	3.82269948749815e-07
"566"	1e+05	4	40	20	1	54.5981500331442	0	0
"567"	1e+05	4	40	40	0.99999975763439	54.5981368004303	3.30817848325155e-07	6.05914167968595e-09
"568"	1e+05	4	40	60	0.999981444095625	54.5971369150932	1.68853008511614e-05	3.09270716068711e-07
"569"	1e+05	4	40	80	0.99984562895251	54.5897216595326	0.000105354670145218	1.92993229522063e-06
"570"	1e+05	4	40	100	0.99947071939791	54.5692522914217	0.000288977417225554	5.29558084063591e-06
"571"	1e+05	4	50	20	1	54.5981500331442	0	0
"572"	1e+05	4	50	40	0.999994764282008	54.5978641726278	7.14651291198003e-06	1.30893617998521e-07
"573"	1e+05	4	50	60	0.999841216061697	54.5894807238579	0.000144488488105181	2.64681223846365e-06
"574"	1e+05	4	50	80	0.999189665614459	54.5539072747854	0.000553034479485026	1.01372917328834e-05
"575"	1e+05	4	50	100	0.997957807071481	54.4866500772364	0.00111499955907884	2.04633013944939e-05
"576"	1e+05	5	10	20	1	148.413159102577	0	0
"577"	1e+05	5	10	40	1	148.413159102577	0	0
"578"	1e+05	5	10	60	1	148.413159102577	0	0
"579"	1e+05	5	10	80	1	148.413159102577	0	0
"580"	1e+05	5	10	100	1	148.413159102577	0	0
"581"	1e+05	5	20	20	1	148.413159102577	0	0
"582"	1e+05	5	20	40	1	148.413159102577	0	0
"583"	1e+05	5	20	60	1	148.413159102577	0	0
"584"	1e+05	5	20	80	1	148.413159102577	0	0
"585"	1e+05	5	20	100	1	148.413159102577	0	0
"586"	1e+05	5	30	20	1	148.413159102577	0	0
"587"	1e+05	5	30	40	1	148.413159102577	0	0
"588"	1e+05	5	30	60	1	148.413159102577	0	0
"589"	1e+05	5	30	80	1	148.413159102577	0	0
"590"	1e+05	5	30	100	1	148.413159102577	0	0
"591"	1e+05	5	40	20	1	148.413159102577	0	0
"592"	1e+05	5	40	40	1	148.413159102577	0	0
"593"	1e+05	5	40	60	1	148.413159102577	0	0
"594"	1e+05	5	40	80	1	148.413159102577	0	0
"595"	1e+05	5	40	100	0.999999925009946	148.413147973066	1.11295108730535e-07	7.49900599556533e-10
"596"	1e+05	5	50	20	1	148.413159102577	0	0
"597"	1e+05	5	50	40	1	148.413159102577	0	0
"598"	1e+05	5	50	60	0.999999999807294	148.413159073976	4.76668893282949e-10	3.21176973966185e-12
"599"	1e+05	5	50	80	0.999999885536299	148.413142114657	2.12348993485289e-07	1.4307964251401e-09
"600"	1e+05	5	50	100	0.999997897574527	148.41284707497	3.12027606265961e-06	2.1024298492716e-08
