"alpha.all"	"nloci.all"	"C.all"	"gamma_0.all"	"gamma_1.all"	"type.all"	"sig.all"	"lambda.all"	"epsilon.all"	"lv_bim"	"lv_oct"	"lv_squ"	"lv_sep"
"54"	2.53270910917435	10	0.225733618261394	1	1	1	10	0.001	1e-04	0.0828998445726258	0.0828998445726258	0.0635126519914003	0.0828998445726258
"55"	4.37736344791982	6	0.117466584123195	1	1	1	10	0.001	1e-04	0.0377727392175238	0.0377727392175238	0.0727098035947423	0.0727098035947423
"56"	0.265848182068416	8	0.0547641499899328	1	1	1	10	0.001	1e-04	0.0331883186249152	0.0267470116158484	0.0267470116158484	0.0331883186249152
"57"	3.16229219477355	9	0.107160351700605	1	1	1	10	0.001	1e-04	0.0233549157777388	0.0233549157777388	0.0345814071744458	0.0345814071744458
"58"	6.37999143343208	9	0.136044211661055	1	1	1	10	0.001	1e-04	0.0434723367269836	0.0434723367269836	0.0294390989031679	0.0571055482739099
"59"	0.917067560994047	6	0.247868863165414	1	1	1	10	0.001	1e-04	0.141885690361651	0.141885690361651	0.110347537493188	0.110347537493188
"60"	0.312561018153181	6	0.0206304934977309	1	1	1	10	0.001	1e-04	0.016998144672689	0.016998144672689	0.016998144672689	0.016998144672689
"61"	1.93580056907972	7	0.0499063732568175	1	1	1	10	0.001	1e-04	0.0278217273956939	0.0278217273956939	0.0141557025671121	0.0210364060135375
"62"	0.175369547357083	5	0.0552338089374952	1	1	1	10	0.001	1e-04	0.011023881209681	0.011023881209681	0.0321709149685692	0.0321709149685692
"63"	0.148534245552164	3	0.0505022285971791	1	1	1	10	0.001	1e-04	0.0166520884641345	0.0166520884641345	9.99900009999e-05	9.99900009999e-05
"64"	1.91806277722129	2	0.0278200840111822	1	1	1	10	0.001	1e-04	0.0138164726434867	0.0138164726434867	0.0138164726434867	0.0138164726434867
"65"	3.03919875284772	1	0.0168590147513896	1	1	1	10	0.001	1e-04	0.0166762027824056	0.0166762027824056	9.99900009999e-05	9.99900009999e-05
"66"	4.96248459268387	2	0.070086872107805	1	1	1	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05
"67"	0.418764021786178	10	0.0401124847587198	1	1	1	10	0.001	1e-04	0.0235972056045743	0.0235972056045743	0.0235972056045743	0.0235972056045743
"68"	0.457658580636603	5	0.0231756331864744	1	1	1	10	0.001	1e-04	0.00928326671426158	0.00928326671426158	0.00471281088095594	0.00471281088095594
"69"	0.511199703909628	5	0.00244024768471718	1	1	1	10	0.001	1e-04	0.000587703937914885	0.000587703937914885	0.00107494232944168	0.00107494232944168
"70"	0.865725584888086	9	0.0814873384269786	1	1	1	10	0.001	1e-04	0.0350439190462506	0.0350439190462506	0.0350439190462506	0.0434015815437655
"71"	2.11041456855252	8	0.00583918411284685	1	1	1	10	0.001	1e-04	0.00228446332026327	0.00228446332026327	0.00301050156979742	0.0037354839106975
"72"	0.954775740772498	6	0.0496927573345602	1	1	1	10	0.001	1e-04	0.0398561760889642	0.0398561760889642	0.0321598801547328	0.0321598801547328
"73"	4.04885112778555	8	0.271092435518715	1	1	1	10	0.001	1e-04	0.144957692703563	0.144957692703563	0.0635591516588385	0.119444080064819
"74"	2.40166780107224	3	0.0217110371682793	1	1	1	10	0.001	1e-04	0.0213454703217179	0.0213454703217179	0.0213454703217179	0.0213454703217179
"75"	0.477972492310723	1	0.0583742416463792	1	1	1	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	0.0552438966822913	0.0552438966822913
"76"	2.05148537733735	1	0.159173050700667	1	1	1	10	0.001	1e-04	0.137390453961128	0.137390453961128	0.137390453961128	0.137390453961128
"77"	0.772761669197218	3	0.120820098716258	1	1	1	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	0.0746282111015255	0.0746282111015255
"78"	3.2979529253455	4	0.106298160455645	1	1	1	10	0.001	1e-04	0.0259814956655609	0.0259814956655609	0.0259814956655609	9.99900009999e-05
"79"	4.47968708211184	2	0.00431634910534113	1	1	1	10	0.001	1e-04	0.00225308668964305	0.00225308668964305	0.00225308668964305	0.00225308668964305
"80"	2.07346337715899	8	0.114952744911881	1	1	1	10	0.001	1e-04	0.0544418104975572	0.0544418104975572	0.0671167217743431	0.0671167217743431
"81"	0.994167044966373	6	0.00354141951538622	1	1	1	10	0.001	1e-04	0.00186721673712325	0.00186721673712325	0.00245490495421986	0.00245490495421986
"82"	2.12013645247545	7	0.0634804903995246	1	1	1	10	0.001	1e-04	0.0597796696850288	0.0597796696850288	0.0516939178730178	0.0434678872131382
"83"	0.656521372968833	8	0.0525213624350727	1	1	1	10	0.001	1e-04	0.019411255199022	0.019411255199022	0.019411255199022	0.0256836428946845
"84"	1.76403216135823	10	0.145100821354807	1	1	1	10	0.001	1e-04	0.0801726087262129	0.0801726087262129	0.0418062302780848	0.0549457637835597
"85"	2.95899540721663	2	0.0186831541277771	1	1	1	10	0.001	1e-04	0.00935326746828757	0.00935326746828757	9.99900009999e-05	0.00935326746828757
"86"	12.1710343362725	3	0.0266731228679419	1	1	1	10	0.001	1e-04	0.0175679307355249	0.0175679307355249	0.0175679307355249	0.0175679307355249
"87"	0.427443153371599	4	0.0386848234270104	1	1	1	10	0.001	1e-04	0.00967665328549559	0.00967665328549559	0.00967665328549559	0.0190716135508095
"88"	0.549137592222822	3	0.134721448733927	1	1	1	10	0.001	1e-04	0.043068747994836	0.043068747994836	0.118804106923025	0.118804106923025
"89"	0.524519830714653	7	0.450932015825935	1	1	1	10	0.001	1e-04	0.162027496007072	0.162027496007072	0.20494551722496	9.99900009999e-05
"90"	3.32295526266193	3	0.0110865862574428	1	1	1	10	0.001	1e-04	0.00743535880458671	0.00743535880458671	0.011062830944827	0.011062830944827
"91"	0.775687760011704	6	0.152586212559583	1	1	1	10	0.001	1e-04	0.0484908754240981	0.0248954293382032	0.0924141501825276	0.0248954293382032
"92"	0.595120613407747	2	0.21282979787641	1	1	1	10	0.001	1e-04	0.0962616039245517	0.0962616039245517	0.0962616039245517	0.0962616039245517
"93"	1.72602564588075	8	0.0624436202459037	1	1	1	10	0.001	1e-04	0.00784344653646655	0.00784344653646655	0.0154678905022931	0.00784344653646655
"94"	0.655672341496278	10	0.0174283345229924	1	1	1	10	0.001	1e-04	0.0070216811578282	0.0070216811578282	0.0104467147388407	0.0070216811578282
"95"	0.294413104240785	10	0.027717288800907	1	1	1	10	0.001	1e-04	0.0137664829601676	0.0137664829601676	0.0164550737542763	0.0191290455598905
"96"	1.14714615029895	5	0.0938580095409776	1	1	1	10	0.001	1e-04	0.0699287184985147	0.0699287184985147	0.0699287184985147	0.0699287184985147
"97"	0.683047605522381	4	0.140893297075274	1	1	1	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	0.0658977809458406	0.0341181575270364
"98"	0.98308183701753	9	0.011119744692638	1	1	1	10	0.001	1e-04	0.00501681343336262	0.00501681343336262	0.00379214644944939	0.00501681343336262
"99"	0.13715894014067	3	0.313994424028282	1	1	1	10	0.001	1e-04	0.0948299649390474	0.0948299649390474	9.99900009999e-05	9.99900009999e-05
"100"	0.0728766837096196	5	0.292021921260243	1	1	1	10	0.001	1e-04	0.0552708001236938	0.0552708001236938	0.149162929339326	0.149162929339326
"101"	0.288613120494616	2	0.0557351807132363	1	1	1	10	0.001	1e-04	0.0272066849373294	0.0272066849373294	0.0528824779976726	0.0272066849373294
"102"	2.25085874937986	4	0.0344634593464434	1	1	1	10	0.001	1e-04	0.00864055492774729	0.00864055492774729	0.0170364583819565	0.0170364583819565
"103"	0.38550403865105	10	0.0541951211169362	1	1	1	10	0.001	1e-04	0.0366428171602919	0.0366428171602919	0.0366428171602919	0.031586803601668
"104"	0.32290405073062	2	0.193339514723959	1	1	1	10	0.001	1e-04	0.162085729806509	0.162085729806509	0.162085729806509	0.0882316062349643
"105"	1.8188572653659	5	0.0270821421643651	1	1	1	10	0.001	1e-04	0.010814622149726	0.00548616439959171	0.0213020592088608	0.00548616439959171
"106"	0.136746537730794	1	0.0926050646188569	1	1	1	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05
"107"	0.632081733123057	6	0.104027326587112	1	1	1	10	0.001	1e-04	0.0336070638213945	0.0336070638213945	0.0495323510298483	0.0649412785360514
"108"	0.0442124093531803	2	0.241023665467713	1	1	1	10	0.001	1e-04	0.107630340150532	0.107630340150532	0.107630340150532	0.107630340150532
"109"	1.75145555991518	6	0.0428909262642264	1	1	1	10	0.001	1e-04	0.0210910467616915	0.0210910467616915	0.0210910467616915	0.0210910467616915
"110"	0.686789610469955	6	0.0209987971931696	1	1	1	10	0.001	1e-04	0.0104882296697427	0.0104882296697427	0.0070495500852006	0.0070495500852006
"111"	0.270727869794981	1	0.00412256577166795	1	1	1	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	0.00420481068200577	9.99900009999e-05
"112"	0.376169523112648	10	0.0569023323711008	1	1	1	10	0.001	1e-04	0.0383983248568368	0.0383983248568368	0.0223499912960237	0.0277586250681473
"113"	0.35305169213699	3	0.301404540223961	1	1	1	10	0.001	1e-04	0.0913784187980357	0.0913784187980357	0.167385740198836	0.167385740198836
"114"	1.52469603370174	7	0.071080780025096	1	1	1	10	0.001	1e-04	0.0391245319886447	0.0391245319886447	0.0391245319886447	0.0200006060385115
"115"	2.13793623708336	3	0.0471459391526878	1	1	1	10	0.001	1e-04	0.0155690831273219	0.0155690831273219	0.0305668346667978	0.0155690831273219
"116"	0.289779427782939	7	0.0265887631355655	1	1	1	10	0.001	1e-04	0.0113645466439244	0.0113645466439244	0.0150632085654053	0.0113645466439244
"117"	0.215905324703047	3	0.114676653972048	1	1	1	10	0.001	1e-04	0.0711077276868107	0.0711077276868107	0.0369109199664261	0.0369109199664261
"118"	0.5407121657475	1	0.0573288314975798	1	1	1	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	0.0543098786291333	9.99900009999e-05
"119"	5.03905543558426	5	0.0987133301613694	1	1	1	10	0.001	1e-04	0.0380780017220269	0.0380780017220269	0.0380780017220269	9.99900009999e-05
"120"	1.65363329930459	2	0.363250713309582	1	1	1	10	0.001	1e-04	0.153779688005694	0.153779688005694	0.153779688005694	0.153779688005694
"121"	1.33114770545067	1	0.114241147040871	1	1	1	10	0.001	1e-04	0.102608745395881	0.102608745395881	9.99900009999e-05	0.102608745395881
"122"	2.25491392359732	3	0.0584304891061038	1	1	1	10	0.001	1e-04	0.0192009362430841	0.0192009362430841	0.0552940984775327	0.0552940984775327
"123"	0.345063758552497	2	0.0220347899477929	1	1	1	10	0.001	1e-04	0.0109951574655517	0.0109951574655517	0.0109951574655517	0.0109951574655517
"124"	6.49262153282639	7	0.0586840501055121	1	1	1	10	0.001	1e-04	0.0165870989921442	0.0165870989921442	0.0325393236703981	0.0325393236703981
"125"	1.58351551364222	5	0.0303321974817663	1	1	1	10	0.001	1e-04	0.0179704711147329	0.0179704711147329	0.0179704711147329	0.0179704711147329
"126"	0.164126949446901	1	0.121945131007106	1	1	1	10	0.001	1e-04	0.108770251422564	0.108770251422564	0.108770251422564	0.108770251422564
"127"	0.356419981911049	5	0.0286586860660464	1	1	1	10	0.001	1e-04	0.00579792523684615	0.00579792523684615	0.00579792523684615	0.01143128900831
"128"	1.84560022004604	2	0.0185749613214284	1	1	1	10	0.001	1e-04	0.0183326007122068	0.0183326007122068	0.0183326007122068	0.0183326007122068
"129"	0.323376722379835	10	0.0483961341902614	1	1	1	10	0.001	1e-04	0.0328607737641274	0.0328607737641274	0.0190870492131764	0.0237216762148532
"130"	3.116617965073	8	0.0472740192897618	1	1	1	10	0.001	1e-04	0.0231866284223864	0.0231866284223864	0.011778127157119	0.011778127157119
"131"	0.981421779589341	5	0.0527870205566675	1	1	1	10	0.001	1e-04	0.0207740898896575	0.0207740898896575	0.0207740898896575	0.0105450215552564
"132"	0.768307999795512	1	0.00726339905522764	1	1	1	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05
"133"	1.99244168526106	7	0.098552799328109	1	1	1	10	0.001	1e-04	0.0274813755310573	0.0534031020488739	0.0534031020488739	0.0406173027446401
"134"	1.67290934411342	8	0.133506657178969	1	1	1	10	0.001	1e-04	0.10467938649703	0.10467938649703	0.0771005525344027	0.0626640296261467
"135"	1.38457252896806	8	0.291532208008652	1	1	1	10	0.001	1e-04	0.127297686435251	0.127297686435251	0.127297686435251	0.127297686435251
"136"	0.220932521329049	8	0.0554007937666029	1	1	1	10	0.001	1e-04	0.0270484395293126	0.0270484395293126	0.0335601048151154	0.0270484395293126
"137"	0.459370026781097	4	0.0470545556861907	1	1	1	10	0.001	1e-04	0.0230819150236802	0.0230819150236802	0.0230819150236802	0.0117245431748017
"138"	3.0666407071332	6	0.0870093931714443	1	1	1	10	0.001	1e-04	0.0417827715114546	0.0417827715114546	0.0417827715114546	0.0143914281474296
"139"	0.442377584708857	2	0.107798513765903	1	1	1	10	0.001	1e-04	9.99900009999e-05	0.0512327276611619	9.99900009999e-05	9.99900009999e-05
"140"	4.8114494255759	5	0.0139814208250879	1	1	1	10	0.001	1e-04	0.00566034642126045	0.00566034642126045	0.00566034642126045	0.00288791992825952
"141"	1.68886962459953	8	0.00170804541558027	1	1	1	10	0.001	1e-04	0.00116616685183681	0.00116616685183681	0.00116616685183681	0.000953113415948222
"142"	1.00631814453013	4	0.309609841393849	1	1	1	10	0.001	1e-04	0.0719278732072668	0.0719278732072668	0.0719278732072668	0.0719278732072668
"143"	1.18538692266275	7	0.249948709259245	1	1	1	10	0.001	1e-04	0.151560766312688	0.151560766312688	0.125054119453381	0.066741006160729
"144"	0.372576700323636	8	0.0261110451724335	1	1	1	10	0.001	1e-04	0.0161541615405494	0.0161541615405494	0.012984702045186	0.0097947557231626
"145"	2.08660830237522	10	0.0410091872851678	1	1	1	10	0.001	1e-04	0.0201886154255344	0.0201886154255344	0.0162357257739007	0.0122508123469364
"146"	0.930942288460212	5	0.262543760786269	1	1	1	10	0.001	1e-04	0.049979398375166	0.049979398375166	0.049979398375166	0.13616333906608
"147"	1.54623675410785	4	0.0432065365634608	1	1	1	10	0.001	1e-04	0.0212422422003507	0.0212422422003507	0.0107840701535023	0.031481596209692
"148"	0.67177358302334	10	0.02074826634489	1	1	1	10	0.001	1e-04	0.012393435088143	0.012393435088143	0.0103655628863659	0.00832934580924352
"149"	1.02639032011291	4	0.0107198034383155	1	1	1	10	0.001	1e-04	0.00807413034800241	0.00807413034800241	9.99900009999e-05	0.00277224415705153
"150"	0.524859393515091	3	0.0917486336040211	1	1	1	10	0.001	1e-04	0.0577289481026595	0.0577289481026595	0.0841221308313069	0.0577289481026595
"151"	0.380352590961438	6	0.149438066213372	1	1	1	10	0.001	1e-04	0.0243962825267115	0.0243962825267115	0.0696108189398423	0.0475398471446191
"152"	3.90343991238611	2	0.0571648644749075	1	1	1	10	0.001	1e-04	0.0541632152917029	0.0541632152917029	0.0278826889024123	0.0278826889024123
"153"	1.45420740455872	6	0.117150399084659	1	1	1	10	0.001	1e-04	0.0554232304371491	0.0554232304371491	0.0376751460485608	0.0376751460485608
"154"	0.825222989239528	3	0.0077665233053267	1	1	1	10	0.001	1e-04	0.0078051241145784	0.0078051241145784	9.99900009999e-05	0.00524997450652893
"155"	1.8789796737214	6	0.175691343463006	1	1	1	10	0.001	1e-04	0.0808364553641125	0.0808364553641125	0.0808364553641125	0.0808364553641125
"156"	2.26940069430474	9	0.144073174532243	1	1	1	10	0.001	1e-04	0.0741946452354119	0.0741946452354119	0.0602674203518673	0.0741946452354119
"157"	0.577575260335667	2	0.0121104155201465	1	1	1	10	0.001	1e-04	0.0120631198147392	0.0120631198147392	0.00611755295067857	0.0120631198147392
"158"	1.25821752017699	4	0.0387550001498312	1	1	1	10	0.001	1e-04	0.0283396876930124	0.0283396876930124	0.00969385927214448	0.0191053751294014
"159"	0.203403417340879	5	0.201634616861068	1	1	1	10	0.001	1e-04	0.0747199253444095	0.0747199253444095	0.0747199253444095	0.0747199253444095
"160"	0.515272405593127	1	0.0157395525390786	1	1	1	10	0.001	1e-04	0.0155925731573336	0.0155925731573336	0.0155925731573336	0.0155925731573336
"161"	1.05882641649905	1	0.156224660194459	1	1	1	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05
"162"	0.494304531785389	5	0.015779347345233	1	1	1	10	0.001	1e-04	0.00947693678706195	0.00947693678706195	0.00947693678706195	0.00637089045171361
"163"	0.324348122439712	5	0.0448295347392559	1	1	1	10	0.001	1e-04	0.0177124267135621	0.0177124267135621	0.0347151452296414	0.0262880046329394
"164"	1.12893442463672	7	0.0601087484974414	1	1	1	10	0.001	1e-04	0.0412592365235278	0.0412592365235278	0.0252089658641699	0.0252089658641699
"165"	3.42722340742925	8	0.709495306723372	1	1	1	10	0.001	1e-04	0.307255937566777	0.307255937566777	0.210210861550481	0.210210861550481
"166"	10.0402408586953	10	0.193223995334449	1	1	1	10	0.001	1e-04	0.0718306527813443	0.0718306527813443	0.088183586824013	0.103970269636596
"167"	2.5482524525229	1	0.0629261174239218	1	1	1	10	0.001	1e-04	0.0592893404883182	0.0592893404883182	9.99900009999e-05	0.0592893404883182
"168"	2.08449831949756	4	0.0136143162380904	1	1	1	10	0.001	1e-04	0.0102055108385386	0.0102055108385386	0.0102055108385386	0.00685977655769985
"169"	2.85979394696077	5	0.109330865550311	1	1	1	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	0.021494031493444	0.021494031493444
"170"	3.05368558063632	2	0.0308354698174106	1	1	1	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05
"171"	1.47495599955713	9	0.0472462078533569	1	1	1	10	0.001	1e-04	0.015601472335623	0.015601472335623	0.0256715032252706	0.0206623733481786
"172"	0.574684011007969	6	0.00175653952173889	1	1	1	10	0.001	1e-04	0.00126941289059571	0.00126941289059571	0.00126941289059571	0.00156134133584604
"173"	0.690824902757126	10	0.237821961692166	1	1	1	10	0.001	1e-04	0.124951023411114	0.124951023411114	0.0869487599387397	0.0869487599387397
"174"	0.939962536678305	6	0.0160818153992295	1	1	1	10	0.001	1e-04	0.00543094886582232	0.00543094886582232	0.00807516849821198	0.00807516849821198
"175"	1.60369345033296	4	0.054984127311036	1	1	1	10	0.001	1e-04	0.0268511840752867	0.0268511840752867	0.013656937437332	0.013656937437332
"176"	0.369728809957026	2	0.00707594937962321	1	1	1	10	0.001	1e-04	0.00712482201748689	0.00712482201748689	0.00712482201748689	0.00362478780352644
"177"	1.3018715072432	7	0.0908059170427633	1	1	1	10	0.001	1e-04	0.0494198045186201	0.0494198045186201	0.0129035945415839	0.0253834473212815
"178"	2.20912600527583	9	0.273460314596508	1	1	1	10	0.001	1e-04	0.13196132071234	0.13196132071234	0.13196132071234	0.10844668826718
"179"	0.370780694657218	9	0.0468409914057702	1	1	1	10	0.001	1e-04	0.0254577460811544	0.0254577460811544	0.0204896122191799	0.030375736941473
"180"	4.47000930471419	3	0.116600659299166	1	1	1	10	0.001	1e-04	0.0375054171041342	0.0375054171041342	0.0375054171041342	9.99900009999e-05
"181"	1.75281601708581	3	0.153332170041628	1	1	1	10	0.001	1e-04	0.133022273894173	0.133022273894173	0.0928236015014084	0.0928236015014084
