Ne	alpha	l	Q	u01	u10	v	P_0	P_1	frac
10000	4	9	0.4	1e-09	1e-09	3.33933728002318e-41	54.59815003	7.29286551303909e-40	1.33573491200927e-41
10000	4	9	0.4	1.5e-09	5e-10	9.9240767148175e-41	54.59815003	2.16734491766416e-39	3.969630685927e-41
10000	4	9	0.4	5e-10	1.5e-09	1.11321121911156e-41	54.59815003	2.43117092638528e-40	4.45284487644622e-42
10000	4	9	0.6	1e-09	1e-09	2.90254398444785e-60	54.59815003	9.50841191644105e-59	1.74152639066871e-60
10000	4	9	0.6	1.5e-09	5e-10	8.69845880481863e-60	54.59815003	2.84951855329567e-58	5.21907528289118e-60
10000	4	9	0.6	5e-10	1.5e-09	9.67515736508486e-61	54.59815003	3.1694741604791e-59	5.80509441905091e-61
10000	4	9	0.8	1e-09	1e-09	1.32216224872808e-78	54.59815003	5.77500902593722e-77	1.05772979898247e-78
10000	4	9	0.8	1.5e-09	5e-10	3.96598052054228e-78	54.59815003	1.73228159591276e-76	3.17278441643382e-78
10000	4	9	0.8	5e-10	1.5e-09	4.40720756718298e-79	54.59815003	1.92500303984212e-77	3.52576605374639e-79
10000	4	9	1	1e-09	1e-09	2.85243911491429e-96	54.59815003	1.55737898756499e-94	2.85243911491429e-96
10000	4	9	1	1.5e-09	5e-10	8.55717444462756e-96	54.59815003	4.67205894187563e-94	8.55717444462756e-96
10000	4	9	1	5e-10	1.5e-09	9.50813038476983e-97	54.59815003	5.1912632928236e-95	9.50813038476983e-97
10000	4	9	1.2	1e-09	1e-09	2.65536297158202e-113	54.59815003	1.73973487097869e-111	3.18643556589843e-113
10000	4	9	1.2	1.5e-09	5e-10	7.96607019358751e-113	54.59815003	5.21919234724859e-111	9.55928423230502e-113
10000	4	9	1.2	5e-10	1.5e-09	8.85120990680322e-114	54.59815003	5.79911623759794e-112	1.06214518881639e-113
10000	4	9	1.4	1e-09	1e-09	9.78937739445054e-130	54.59815003	7.48274653998593e-128	1.37051283522308e-129
10000	4	9	1.4	1.5e-09	5e-10	2.93681217894653e-129	54.59815003	2.24482316751403e-127	4.11153705052515e-129
10000	4	9	1.4	5e-10	1.5e-09	3.26312579831924e-130	54.59815003	2.4942488467912e-128	4.56837611764693e-130
10000	4	9	1.6	1e-09	1e-09	1.32052195876616e-145	54.59815003	1.15356889642842e-143	2.11283513402586e-145
10000	4	9	1.6	1.5e-09	5e-10	3.96156564963762e-145	54.59815003	3.46070649128104e-143	6.33850503942019e-145
10000	4	9	1.6	5e-10	1.5e-09	4.4017398618616e-146	54.59815003	3.84522965415666e-144	7.04278377897856e-146
10000	4	9	1.8	1e-09	1e-09	6.05821211444574e-161	54.59815003	5.95380913122817e-159	1.09047818060023e-160
10000	4	9	1.8	1.5e-09	5e-10	1.81746361581536e-160	54.59815003	1.78614272116922e-158	3.27143450846765e-160
10000	4	9	1.8	5e-10	1.5e-09	2.01940403796422e-161	54.59815003	1.98460304356154e-159	3.6349272683356e-161
10000	4	9	2	1e-09	1e-09	8.83425119050349e-176	54.59815003	9.64667543859185e-174	1.7668502381007e-175
10000	4	9	2	1.5e-09	5e-10	2.65027535185724e-175	54.59815003	2.89400262579691e-173	5.30055070371448e-175
10000	4	9	2	5e-10	1.5e-09	2.94475039673949e-176	54.59815003	3.21555847942687e-174	5.88950079347898e-176
10000	4	10	0.2	1e-09	1e-09	2.36044095699745e-19	54.59815003	2.57751419029051e-18	4.72088191399491e-20
10000	4	10	0.2	1.5e-09	5e-10	6.33845669583808e-19	54.59815003	6.9213601931591e-18	1.26769133916762e-19
10000	4	10	0.2	5e-10	1.5e-09	7.96487405980165e-20	54.59815003	8.69734777824298e-19	1.59297481196033e-20
10000	4	10	0.4	1e-09	1e-09	2.6684774916595e-37	54.59815003	5.82775737798775e-36	1.0673909966638e-37
10000	4	10	0.4	1.5e-09	5e-10	7.88841131250004e-37	54.59815003	1.72277065745212e-35	3.15536452500002e-37
10000	4	10	0.4	5e-10	1.5e-09	8.89685380618756e-38	54.59815003	1.94300703573271e-36	3.55874152247502e-38
10000	4	10	0.6	1e-09	1e-09	1.26885616702703e-54	54.59815003	4.15663196266932e-53	7.61313700216217e-55
10000	4	10	0.6	1.5e-09	5e-10	3.79889895439807e-54	54.59815003	1.24447713043788e-52	2.27933937263884e-54
10000	4	10	0.6	5e-10	1.5e-09	4.22953775913941e-55	54.59815003	1.38554962286605e-53	2.53772265548364e-55
10000	4	10	0.8	1e-09	1e-09	2.36837779887167e-71	54.59815003	1.03447237118371e-69	1.89470223909734e-71
10000	4	10	0.8	1.5e-09	5e-10	7.10304363134047e-71	54.59815003	3.10250433500717e-69	5.68243490507237e-71
10000	4	10	0.8	5e-10	1.5e-09	7.89459334705379e-72	54.59815003	3.44824153610484e-70	6.31567467764303e-72
10000	4	10	1	1e-09	1e-09	1.60853048328936e-87	54.59815003	8.78227886595184e-86	1.60853048328936e-87
10000	4	10	1	1.5e-09	5e-10	4.82537076165333e-87	54.59815003	2.63456316810296e-85	4.82537076165333e-87
10000	4	10	1	5e-10	1.5e-09	5.36176828620578e-88	54.59815003	2.92742629333218e-86	5.36176828620578e-88
10000	4	10	1.2	1e-09	1e-09	3.70455912806513e-103	54.59815003	2.42714490096905e-101	4.44547095367816e-103
10000	4	10	1.2	1.5e-09	5e-10	1.11135933937936e-102	54.59815003	7.28137967426044e-101	1.33363120725523e-102
10000	4	10	1.2	5e-10	1.5e-09	1.23485304277859e-103	54.59815003	8.09048300382119e-102	1.4818236513343e-103
10000	4	10	1.4	1e-09	1e-09	2.70999885499879e-118	54.59815003	2.07145293704822e-116	3.79399839699831e-118
10000	4	10	1.4	1.5e-09	5e-10	8.12998580820498e-118	54.59815003	6.21435058893192e-116	1.1381980131487e-117
10000	4	10	1.4	5e-10	1.5e-09	9.0333295173063e-119	54.59815003	6.90484312398608e-117	1.26466613242288e-118
10000	4	10	1.6	1e-09	1e-09	5.92565641230456e-133	54.59815003	5.17647804550188e-131	9.4810502596873e-133
10000	4	10	1.6	1.5e-09	5e-10	1.77769648889669e-132	54.59815003	1.5529430338268e-130	2.84431438223471e-132
10000	4	10	1.6	5e-10	1.5e-09	1.97521880422522e-133	54.59815003	1.72549268194202e-131	3.16035008676035e-133
10000	4	10	1.8	1e-09	1e-09	3.66003934187419e-147	54.59815003	3.59696478806743e-145	6.58807081537354e-147
10000	4	10	1.8	1.5e-09	5e-10	1.09801175022786e-146	54.59815003	1.07908938498773e-144	1.97642115041015e-146
10000	4	10	1.8	5e-10	1.5e-09	1.22001311395058e-147	54.59815003	1.19898826268179e-145	2.19602360511104e-147
10000	4	10	2	1e-09	1e-09	6.05821211444574e-161	54.59815003	6.61534347914241e-159	1.21164242288915e-160
10000	4	10	2	1.5e-09	5e-10	1.81746361581536e-160	54.59815003	1.98460302352136e-158	3.63492723163073e-160
10000	4	10	2	5e-10	1.5e-09	2.01940403796422e-161	54.59815003	2.20511449284616e-159	4.03880807592844e-161
10000	5	1	0.2	1e-09	1e-09	0	148.4131591	0	0
10000	5	1	0.2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	1	0.2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	1	0.4	1e-09	1e-09	0	148.4131591	0	0
10000	5	1	0.4	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	1	0.4	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	1	0.6	1e-09	1e-09	0	148.4131591	0	0
10000	5	1	0.6	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	1	0.6	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	1	0.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	1	0.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	1	0.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	1	1	1e-09	1e-09	0	148.4131591	0	0
10000	5	1	1	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	1	1	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	1	1.2	1e-09	1e-09	0	148.4131591	0	0
10000	5	1	1.2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	1	1.2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	1	1.4	1e-09	1e-09	0	148.4131591	0	0
10000	5	1	1.4	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	1	1.4	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	1	1.6	1e-09	1e-09	0	148.4131591	0	0
10000	5	1	1.6	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	1	1.6	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	1	1.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	1	1.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	1	1.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	1	2	1e-09	1e-09	0	148.4131591	0	0
10000	5	1	2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	1	2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	2	0.2	1e-09	1e-09	2.62803496053644e-234	148.4131591	7.80069941450458e-233	5.25606992107289e-235
10000	5	2	0.2	1.5e-09	5e-10	7.88410488107682e-234	148.4131591	2.34020982419331e-232	1.57682097621536e-234
10000	5	2	0.2	5e-10	1.5e-09	8.7601165357337e-235	148.4131591	2.60023313834992e-233	1.75202330714674e-235
10000	5	2	0.4	1e-09	1e-09	0	148.4131591	0	0
10000	5	2	0.4	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	2	0.4	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	2	0.6	1e-09	1e-09	0	148.4131591	0	0
10000	5	2	0.6	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	2	0.6	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	2	0.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	2	0.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	2	0.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	2	1	1e-09	1e-09	0	148.4131591	0	0
10000	5	2	1	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	2	1	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	2	1.2	1e-09	1e-09	0	148.4131591	0	0
10000	5	2	1.2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	2	1.2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	2	1.4	1e-09	1e-09	0	148.4131591	0	0
10000	5	2	1.4	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	2	1.4	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	2	1.6	1e-09	1e-09	0	148.4131591	0	0
10000	5	2	1.6	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	2	1.6	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	2	1.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	2	1.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	2	1.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	2	2	1e-09	1e-09	0	148.4131591	0	0
10000	5	2	2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	2	2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	3	0.2	1e-09	1e-09	1.79098195576921e-161	148.4131591	5.31610579902839e-160	3.58196391153842e-162
10000	5	3	0.2	1.5e-09	5e-10	5.37294581553065e-161	148.4131591	1.59483172433975e-159	1.07458916310613e-161
10000	5	3	0.2	5e-10	1.5e-09	5.96993985176773e-162	148.4131591	1.77203526610643e-160	1.19398797035355e-162
10000	5	3	0.4	1e-09	1e-09	9.67073117390062e-303	148.4131591	5.74105505740144e-301	3.86829246956025e-303
10000	5	3	0.4	1.5e-09	5e-10	2.90121935226377e-302	148.4131591	1.72231651727599e-300	1.16048774090551e-302
10000	5	3	0.4	5e-10	1.5e-09	3.22357705799957e-303	148.4131591	1.91368501915322e-301	1.28943082319983e-303
10000	5	3	0.6	1e-09	1e-09	0	148.4131591	0	0
10000	5	3	0.6	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	3	0.6	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	3	0.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	3	0.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	3	0.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	3	1	1e-09	1e-09	0	148.4131591	0	0
10000	5	3	1	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	3	1	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	3	1.2	1e-09	1e-09	0	148.4131591	0	0
10000	5	3	1.2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	3	1.2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	3	1.4	1e-09	1e-09	0	148.4131591	0	0
10000	5	3	1.4	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	3	1.4	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	3	1.6	1e-09	1e-09	0	148.4131591	0	0
10000	5	3	1.6	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	3	1.6	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	3	1.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	3	1.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	3	1.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	3	2	1e-09	1e-09	0	148.4131591	0	0
10000	5	3	2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	3	2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	4	0.2	1e-09	1e-09	2.87817737781485e-123	148.4131591	8.54318794198145e-122	5.7563547556297e-124
10000	5	4	0.2	1.5e-09	5e-10	8.63452568869077e-123	148.4131591	2.5629544696219e-121	1.72690513773815e-123
10000	5	4	0.2	5e-10	1.5e-09	9.59392459400429e-124	148.4131591	2.84772931437616e-122	1.91878491880086e-124
10000	5	4	0.4	1e-09	1e-09	2.62803496053644e-234	148.4131591	1.56013988290092e-232	1.05121398421458e-234
10000	5	4	0.4	1.5e-09	5e-10	7.88410488107682e-234	148.4131591	4.68041964838662e-232	3.15364195243073e-234
10000	5	4	0.4	5e-10	1.5e-09	8.7601165357337e-235	148.4131591	5.20046627669983e-233	3.50404661429348e-235
10000	5	4	0.6	1e-09	1e-09	0	148.4131591	0	0
10000	5	4	0.6	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	4	0.6	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	4	0.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	4	0.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	4	0.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	4	1	1e-09	1e-09	0	148.4131591	0	0
10000	5	4	1	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	4	1	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	4	1.2	1e-09	1e-09	0	148.4131591	0	0
10000	5	4	1.2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	4	1.2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	4	1.4	1e-09	1e-09	0	148.4131591	0	0
10000	5	4	1.4	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	4	1.4	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	4	1.6	1e-09	1e-09	0	148.4131591	0	0
10000	5	4	1.6	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	4	1.6	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	4	1.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	4	1.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	4	1.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	4	2	1e-09	1e-09	0	148.4131591	0	0
10000	5	4	2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	4	2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	5	0.2	1e-09	1e-09	9.784700142156e-100	148.4131591	2.9043565179376e-98	1.9569400284312e-100
10000	5	5	0.2	1.5e-09	5e-10	2.93537714827294e-99	148.4131591	8.71297191465399e-98	5.87075429654588e-100
10000	5	5	0.2	5e-10	1.5e-09	3.26156671312447e-100	148.4131591	9.68118839037219e-99	6.52313342624894e-101
10000	5	5	0.4	1e-09	1e-09	3.66485187971116e-191	148.4131591	2.17564898044379e-189	1.46594075188446e-191
10000	5	5	0.4	1.5e-09	5e-10	1.09945556359966e-190	148.4131591	6.52694693946919e-189	4.39782225439865e-191
10000	5	5	0.4	5e-10	1.5e-09	1.22161729347783e-191	148.4131591	7.25216326957536e-190	4.88646917391132e-192
10000	5	5	0.6	1e-09	1e-09	7.2093490905875e-276	148.4131591	6.41977364164427e-274	4.3256094543525e-276
10000	5	5	0.6	1.5e-09	5e-10	2.16280472691546e-275	148.4131591	1.92593209226105e-273	1.29768283614927e-275
10000	5	5	0.6	5e-10	1.5e-09	2.40311636328569e-276	148.4131591	2.13992454699794e-274	1.44186981797141e-276
10000	5	5	0.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	5	0.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	5	0.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	5	1	1e-09	1e-09	0	148.4131591	0	0
10000	5	5	1	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	5	1	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	5	1.2	1e-09	1e-09	0	148.4131591	0	0
10000	5	5	1.2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	5	1.2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	5	1.4	1e-09	1e-09	0	148.4131591	0	0
10000	5	5	1.4	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	5	1.4	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	5	1.6	1e-09	1e-09	0	148.4131591	0	0
10000	5	5	1.6	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	5	1.6	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	5	1.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	5	1.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	5	1.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	5	2	1e-09	1e-09	0	148.4131591	0	0
10000	5	5	2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	5	2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	6	0.2	1e-09	1e-09	8.71250958179371e-84	148.4131591	2.58610214149094e-82	1.74250191635874e-84
10000	5	6	0.2	1.5e-09	5e-10	2.61356914880578e-83	148.4131591	7.75776107814596e-82	5.22713829761156e-84
10000	5	6	0.2	5e-10	1.5e-09	2.90416987610947e-84	148.4131591	8.62034051767889e-83	5.80833975221894e-85
10000	5	6	0.4	1e-09	1e-09	1.79098195576921e-161	148.4131591	1.06322115980568e-159	7.16392782307684e-162
10000	5	6	0.4	1.5e-09	5e-10	5.37294581553065e-161	148.4131591	3.18966344867949e-159	2.14917832621226e-161
10000	5	6	0.4	5e-10	1.5e-09	5.96993985176773e-162	148.4131591	3.54407053221287e-160	2.38797594070709e-162
10000	5	6	0.6	1e-09	1e-09	2.62803496053644e-234	148.4131591	2.34020982435137e-232	1.57682097632187e-234
10000	5	6	0.6	1.5e-09	5e-10	7.88410488107682e-234	148.4131591	7.02062947257993e-232	4.73046292864609e-234
10000	5	6	0.6	5e-10	1.5e-09	8.7601165357337e-235	148.4131591	7.80069941504975e-233	5.25606992144022e-235
10000	5	6	0.8	1e-09	1e-09	9.67073117390063e-303	148.4131591	1.14821101148029e-300	7.7365849391205e-303
10000	5	6	0.8	1.5e-09	5e-10	2.90121935226377e-302	148.4131591	3.44463303455197e-300	2.32097548181101e-302
10000	5	6	0.8	5e-10	1.5e-09	3.22357705799957e-303	148.4131591	3.82737003830644e-301	2.57886164639965e-303
10000	5	6	1	1e-09	1e-09	0	148.4131591	0	0
10000	5	6	1	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	6	1	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	6	1.2	1e-09	1e-09	0	148.4131591	0	0
10000	5	6	1.2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	6	1.2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	6	1.4	1e-09	1e-09	0	148.4131591	0	0
10000	5	6	1.4	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	6	1.4	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	6	1.6	1e-09	1e-09	0	148.4131591	0	0
10000	5	6	1.6	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	6	1.6	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	6	1.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	6	1.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	6	1.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	6	2	1e-09	1e-09	0	148.4131591	0	0
10000	5	6	2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	6	2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	7	0.2	1e-09	1e-09	2.90991733836999e-72	148.4131591	8.63740049829702e-71	5.81983467673997e-73
10000	5	7	0.2	1.5e-09	5e-10	8.72743988880165e-72	148.4131591	2.59053384954979e-70	1.74548797776033e-72
10000	5	7	0.2	5e-10	1.5e-09	9.69972514801046e-73	148.4131591	2.87913370328588e-71	1.93994502960209e-73
10000	5	7	0.4	1e-09	1e-09	8.56507648192951e-140	148.4131591	5.08468023455337e-138	3.4260305927718e-140
10000	5	7	0.4	1.5e-09	5e-10	2.56952265859283e-139	148.4131591	1.52540390058965e-137	1.02780906343713e-139
10000	5	7	0.4	5e-10	1.5e-09	2.85502549384078e-140	148.4131591	1.69489341143721e-138	1.14201019753631e-140
10000	5	7	0.6	1e-09	1e-09	1.17531619074727e-203	148.4131591	1.04659433287925e-201	7.0518971444836e-204
10000	5	7	0.6	1.5e-09	5e-10	3.5259485722865e-203	148.4131591	3.13978299867755e-201	2.1155691433719e-203
10000	5	7	0.6	5e-10	1.5e-09	3.91772063512559e-204	148.4131591	3.48864777564205e-202	2.35063238107535e-204
10000	5	7	0.8	1e-09	1e-09	3.77098313956563e-264	148.4131591	4.4773081653239e-262	3.0167865116525e-264
10000	5	7	0.8	1.5e-09	5e-10	1.1312949415808e-263	148.4131591	1.34319244925418e-261	9.05035953264644e-264
10000	5	7	0.8	5e-10	1.5e-09	1.25699437977256e-264	148.4131591	1.49243605500984e-262	1.00559550381805e-264
10000	5	7	1	1e-09	1e-09	0	148.4131591	0	0
10000	5	7	1	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	7	1	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	7	1.2	1e-09	1e-09	0	148.4131591	0	0
10000	5	7	1.2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	7	1.2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	7	1.4	1e-09	1e-09	0	148.4131591	0	0
10000	5	7	1.4	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	7	1.4	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	7	1.6	1e-09	1e-09	0	148.4131591	0	0
10000	5	7	1.6	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	7	1.6	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	7	1.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	7	1.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	7	1.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	7	2	1e-09	1e-09	0	148.4131591	0	0
10000	5	7	2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	7	2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	8	0.2	1e-09	1e-09	1.51195114617268e-63	148.4131591	4.48786892024497e-62	3.02390229234535e-64
10000	5	8	0.2	1.5e-09	5e-10	4.53257809231456e-63	148.4131591	1.34538846711907e-61	9.06515618462912e-64
10000	5	8	0.2	5e-10	1.5e-09	5.03983978415769e-64	148.4131591	1.49595708747538e-62	1.00796795683154e-64
10000	5	8	0.4	1e-09	1e-09	2.87817737781485e-123	148.4131591	1.70863758839629e-121	1.15127095112594e-123
10000	5	8	0.4	1.5e-09	5e-10	8.63452568869077e-123	148.4131591	5.12590893924379e-121	3.45381027547631e-123
10000	5	8	0.4	5e-10	1.5e-09	9.59392459400429e-124	148.4131591	5.69545862875233e-122	3.83756983760172e-124
10000	5	8	0.6	1e-09	1e-09	4.05952323390073e-180	148.4131591	3.61492000556109e-178	2.43571394034044e-180
10000	5	8	0.6	1.5e-09	5e-10	1.2178569684703e-179	148.4131591	1.08447600015459e-177	7.30714181082181e-180
10000	5	8	0.6	5e-10	1.5e-09	1.35317441112568e-180	148.4131591	1.20497333503158e-178	8.11904646675407e-181
10000	5	8	0.8	1e-09	1e-09	2.62803496053644e-234	148.4131591	3.12027976580183e-232	2.10242796842916e-234
10000	5	8	0.8	1.5e-09	5e-10	7.88410488107682e-234	148.4131591	9.36083929677324e-232	6.30728390486146e-234
10000	5	8	0.8	5e-10	1.5e-09	8.7601165357337e-235	148.4131591	1.04009325533997e-232	7.00809322858696e-235
10000	5	8	1	1e-09	1e-09	5.06129114167392e-286	148.4131591	7.51162207473714e-284	5.06129114167392e-286
10000	5	8	1	1.5e-09	5e-10	1.51838734260875e-285	148.4131591	2.25348662257931e-283	1.51838734260875e-285
10000	5	8	1	5e-10	1.5e-09	1.68709704713533e-286	148.4131591	2.50387402477984e-284	1.68709704713533e-286
10000	5	8	1.2	1e-09	1e-09	0	148.4131591	0	0
10000	5	8	1.2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	8	1.2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	8	1.4	1e-09	1e-09	0	148.4131591	0	0
10000	5	8	1.4	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	8	1.4	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	8	1.6	1e-09	1e-09	0	148.4131591	0	0
10000	5	8	1.6	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	8	1.6	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	8	1.8	1e-09	1e-09	0	148.4131591	0	0
10000	5	8	1.8	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	8	1.8	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	8	2	1e-09	1e-09	0	148.4131591	0	0
10000	5	8	2	1.5e-09	5e-10	0	148.4131591	0	0
10000	5	8	2	5e-10	1.5e-09	0	148.4131591	0	0
10000	5	9	0.2	1e-09	1e-09	1.00474454401798e-56	148.4131591	2.98234623737573e-55	2.00948908803597e-57
10000	5	9	0.2	1.5e-09	5e-10	3.00946349000149e-56	148.4131591	8.93287967509973e-55	6.01892698000298e-57
10000	5	9	0.2	5e-10	1.5e-09	3.34915688197322e-57	148.4131591	9.94117906367561e-56	6.69831376394643e-58
10000	5	9	0.4	1e-09	1e-09	2.98248289375813e-110	148.4131591	1.77055883292816e-108	1.19299315750325e-110
10000	5	9	0.4	1.5e-09	5e-10	8.94741879776124e-110	148.4131591	5.31165875835809e-108	3.5789675191045e-110
10000	5	9	0.4	5e-10	1.5e-09	9.94160964401466e-111	148.4131591	5.90186277533143e-109	3.97664385760586e-111
10000	5	9	0.6	1e-09	1e-09	1.79098195576921e-161	148.4131591	1.59483173970852e-159	1.07458917346153e-161
10000	5	9	0.6	1.5e-09	5e-10	5.37294581553065e-161	148.4131591	4.78449517301924e-159	3.22376748931839e-161
10000	5	9	0.6	5e-10	1.5e-09	5.96993985176773e-162	148.4131591	5.3161057983193e-160	3.58196391106064e-162
10000	5	9	0.8	1e-09	1e-09	1.53966466094231e-210	148.4131591	1.82805197031237e-208	1.23173172875385e-210
