Ne	alpha	l	Q	u01	u10	v	P_0	P_1	frac
100	5	7	1.4	5e-10	1.5e-09	1.40857301064671e-05	148.4102324	0.002926653	1.97196332774489e-05
100	5	7	1.6	1e-09	1e-09	1.17301630816887e-05	148.4103737	0.002785405	1.87679086896945e-05
100	5	7	1.6	1.5e-09	5e-10	2.23165067880467e-05	148.40786	0.005299112	3.57051359586204e-05
100	5	7	1.6	5e-10	1.5e-09	4.73478126500726e-06	148.4120348	0.001124318	7.5755926339731e-06
100	5	7	1.8	1e-09	1e-09	4.17407785666316e-06	148.412044	0.00111507	7.51328369213773e-06
100	5	7	1.8	1.5e-09	5e-10	8.09636787460635e-06	148.4109962	0.002162862	1.45732497915868e-05
100	5	7	1.8	5e-10	1.5e-09	1.6600530286505e-06	148.4127156	0.000443471	2.98808652288316e-06
100	5	7	2	1e-09	1e-09	1.54543684936457e-06	148.4127004	0.000458725	3.09086414525845e-06
100	5	7	2	1.5e-09	5e-10	3.05183449391229e-06	148.4122532	0.000905859	6.10363173327686e-06
100	5	7	2	5e-10	1.5e-09	6.0651306474302e-07	148.4129791	0.000180029	1.21302465805543e-06
100	5	8	0.2	1e-09	1e-09	0.040116679	147.2318684	1.181290724	0.007959474
100	5	8	0.2	1.5e-09	5e-10	0.062488751	146.5812236	1.831935507	0.012343484
100	5	8	0.2	5e-10	1.5e-09	0.019318896	147.8419305	0.571228582	0.003848908
100	5	8	0.4	1e-09	1e-09	0.015590098	147.4933846	0.91977453	0.006197392
100	5	8	0.4	1.5e-09	5e-10	0.02516063	146.9343745	1.478784572	0.009963972
100	5	8	0.4	5e-10	1.5e-09	0.00725501	147.9837098	0.429449296	0.002893607
100	5	8	0.6	1e-09	1e-09	0.00561494	147.9148393	0.498319765	0.003357652
100	5	8	0.6	1.5e-09	5e-10	0.009339489	147.5861317	0.827027429	0.005572467
100	5	8	0.6	5e-10	1.5e-09	0.002540474	148.1872795	0.225879599	0.001521965
100	5	8	0.8	1e-09	1e-09	0.001967665	148.1799044	0.233254689	0.001571658
100	5	8	0.8	1.5e-09	5e-10	0.003360418	148.0152446	0.397914458	0.002681127
100	5	8	0.8	5e-10	1.5e-09	0.000869265	148.3100225	0.103136606	0.000694929
100	5	8	1	1e-09	1e-09	0.000691285	148.3106342	0.102524941	0.000690808
100	5	8	1	1.5e-09	5e-10	0.001209377	148.2338885	0.179270594	0.001207916
100	5	8	1	5e-10	1.5e-09	0.000298987	148.3687987	0.044360414	0.000298898
100	5	8	1.2	1e-09	1e-09	0.000247322	148.3691251	0.044033981	0.000296699
100	5	8	1.2	1.5e-09	5e-10	0.000442495	148.3343945	0.078764651	0.000530712
100	5	8	1.2	5e-10	1.5e-09	0.000104933	148.3944733	0.018685812	0.000125904
100	5	8	1.4	1e-09	1e-09	9.08035078680892e-05	148.3942945	0.018864611	0.000127109
100	5	8	1.4	1.5e-09	5e-10	0.000165906	148.3786953	0.034463768	0.000232215
100	5	8	1.4	5e-10	1.5e-09	3.78570850572929e-05	148.4052936	0.007865469	5.2997110237656e-05
100	5	8	1.6	1e-09	1e-09	3.43332634277295e-05	148.4050067	0.008152365	5.49302039913051e-05
100	5	8	1.6	1.5e-09	5e-10	6.39742994389758e-05	148.3979693	0.01518985	0.000102348
100	5	8	1.6	5e-10	1.5e-09	1.40874126184834e-05	148.409814	0.003345136	2.2539352155727e-05
100	5	8	1.8	1e-09	1e-09	1.33876301029652e-05	148.4095828	0.003576335	2.40971534985377e-05
100	5	8	1.8	1.5e-09	5e-10	2.54079199807887e-05	148.4063718	0.006787255	4.57321644389054e-05
100	5	8	1.8	5e-10	1.5e-09	5.41395831782277e-06	148.4117128	0.001446291	9.74503000554572e-06
100	5	8	2	1e-09	1e-09	5.38475707592258e-06	148.4115608	0.00159832	1.07693981706591e-05
100	5	8	2	1.5e-09	5e-10	1.03964308109049e-05	148.4100732	0.00308587	2.07924292877049e-05
100	5	8	2	5e-10	1.5e-09	2.14903170154166e-06	148.4125212	0.000637886	4.29804492981369e-06
100	5	9	0.2	1e-09	1e-09	0.044273855	147.1105291	1.302630041	0.008777052
100	5	9	0.2	1.5e-09	5e-10	0.068697649	146.401669	2.011490094	0.013553314
100	5	9	0.2	5e-10	1.5e-09	0.021401487	147.7806141	0.632544992	0.004262055
100	5	9	0.4	1e-09	1e-09	0.019431558	147.2684966	1.144662537	0.007712676
100	5	9	0.4	1.5e-09	5e-10	0.031152348	146.586553	1.82660612	0.012307575
100	5	9	0.4	5e-10	1.5e-09	0.009099389	147.8749305	0.538228626	0.003626556
100	5	9	0.6	1e-09	1e-09	0.007945839	147.7089561	0.704202953	0.004744882
100	5	9	0.6	1.5e-09	5e-10	0.01310227	147.2555301	1.157629044	0.007800043
100	5	9	0.6	5e-10	1.5e-09	0.003623681	148.091178	0.321981131	0.002169492
100	5	9	0.8	1e-09	1e-09	0.003143675	148.0408453	0.372313837	0.002508631
100	5	9	0.8	1.5e-09	5e-10	0.00531199	147.7851325	0.628026563	0.00423161
100	5	9	0.8	5e-10	1.5e-09	0.001402018	148.2468833	0.166275792	0.001120357
100	5	9	1	1e-09	1e-09	0.001235551	148.2300133	0.183145782	0.001234027
100	5	9	1	1.5e-09	5e-10	0.002134495	148.0970466	0.316112474	0.002129949
100	5	9	1	5e-10	1.5e-09	0.000540274	148.3330187	0.080140412	0.000539982
100	5	9	1.2	1e-09	1e-09	0.000489883	148.3259643	0.087194784	0.000587514
100	5	9	1.2	1.5e-09	5e-10	0.000863951	148.2594525	0.153706612	0.001035667
100	5	9	1.2	5e-10	1.5e-09	0.000210402	148.3756968	0.0374623	0.000252419
100	5	9	1.4	1e-09	1e-09	0.000197579	148.3721179	0.041041243	0.000276534
100	5	9	1.4	1.5e-09	5e-10	0.00035529	148.3393741	0.073784967	0.000497159
100	5	9	1.4	5e-10	1.5e-09	8.3468416707335e-05	148.3958182	0.01734091	0.000116842
100	5	9	1.6	1e-09	1e-09	8.14100717912111e-05	148.3938299	0.019329204	0.000130239
100	5	9	1.6	1.5e-09	5e-10	0.000149107	148.3777604	0.035398721	0.000238515
100	5	9	1.6	5e-10	1.5e-09	3.38718954282704e-05	148.4051163	0.00804282	5.41920957428325e-05
100	5	9	1.8	1e-09	1e-09	3.43418812789431e-05	148.4039855	0.00917365	6.18115653963047e-05
100	5	9	1.8	1.5e-09	5e-10	6.39991102253694e-05	148.3960641	0.017094989	0.000115185
100	5	9	1.8	5e-10	1.5e-09	1.40890959793053e-05	148.4093954	0.003763718	2.5359729630553e-05
100	5	9	2	1e-09	1e-09	1.48443424364931e-05	148.408753	0.004406061	2.9687803481144e-05
100	5	9	2	1.5e-09	5e-10	2.8119624882629e-05	148.4048129	0.008346175	5.62360870899104e-05
100	5	9	2	5e-10	1.5e-09	6.01177125235664e-06	148.4113747	0.00178443	1.20233979408771e-05
100	5	10	0.2	1e-09	1e-09	0.047845958	147.0064265	1.406732653	0.00947849
100	5	10	0.2	1.5e-09	5e-10	0.074006674	146.2484863	2.164672819	0.014585451
100	5	10	0.2	5e-10	1.5e-09	0.023199622	147.7277137	0.685445417	0.004618495
100	5	10	0.4	1e-09	1e-09	0.023106166	147.0540173	1.359141841	0.009157826
100	5	10	0.4	1.5e-09	5e-10	0.036840416	146.2578787	2.155280444	0.014522165
100	5	10	0.4	5e-10	1.5e-09	0.01087647	147.7702716	0.642887546	0.004331742
100	5	10	0.6	1e-09	1e-09	0.010461556	147.4873905	0.925768569	0.00623778
100	5	10	0.6	1.5e-09	5e-10	0.01712815	146.9034486	1.509710551	0.01017235
100	5	10	0.6	5e-10	1.5e-09	0.004802255	147.986757	0.426402103	0.002873075
100	5	10	0.8	1e-09	1e-09	0.004571687	147.8723383	0.540820815	0.003644022
100	5	10	0.8	1.5e-09	5e-10	0.007658596	147.5093873	0.903771806	0.006089567
100	5	10	0.8	5e-10	1.5e-09	0.00205472	148.1696015	0.243557628	0.001641078
100	5	10	1	1e-09	1e-09	0.001972638	148.12097	0.292189065	0.001968754
100	5	10	1	1.5e-09	5e-10	0.003373289	147.9142017	0.49895737	0.003361948
100	5	10	1	5e-10	1.5e-09	0.000870343	148.284101	0.129058069	0.000869586
100	5	10	1.2	1e-09	1e-09	0.000852803	148.2614338	0.151725325	0.001022317
100	5	10	1.2	1.5e-09	5e-10	0.001486444	148.1489011	0.264257995	0.001780556
100	5	10	1.2	5e-10	1.5e-09	0.000369994	148.347294	0.065865147	0.000443796
100	5	10	1.4	1e-09	1e-09	0.000372555	148.3357907	0.077368435	0.000521304
100	5	10	1.4	1.5e-09	5e-10	0.000661191	148.2759049	0.137254195	0.000924811
100	5	10	1.4	5e-10	1.5e-09	0.000159141	148.3801003	0.033058793	0.000222748
100	5	10	1.6	1e-09	1e-09	0.000165255	148.3739279	0.039231156	0.000264337
100	5	10	1.6	1.5e-09	5e-10	0.00029836	148.3423439	0.070815161	0.000477149
100	5	10	1.6	5e-10	1.5e-09	6.9576080525094e-05	148.3966393	0.01651977	0.000111309
100	5	10	1.8	1e-09	1e-09	7.46231739321399e-05	148.3932267	0.019932432	0.000134304
100	5	10	1.8	1.5e-09	5e-10	0.000136946	148.3765839	0.036575167	0.000246442
100	5	10	1.8	5e-10	1.5e-09	3.09973000238207e-05	148.4048788	0.008280271	5.5792027118911e-05
100	5	10	2	1e-09	1e-09	3.43505091920076e-05	148.4029637	0.010195435	6.8696298878323e-05
100	5	10	2	1.5e-09	5e-10	6.40239674001099e-05	148.3941575	0.019001565	0.000128032
100	5	10	2	5e-10	1.5e-09	1.40907803226015e-05	148.4089767	0.004182397	2.81807664672239e-05
1000	0	1	0.2	1e-09	1e-09	0.042730774	0.991526263	0.008473737	0.008473737
1000	0	1	0.2	1.5e-09	5e-10	0.066192826	0.986934405	0.013065595	0.013065595
1000	0	1	0.2	5e-10	1.5e-09	0.02069625	0.995877813	0.004122187	0.004122187
1000	0	1	0.4	1e-09	1e-09	0.009806906	0.996092566	0.003907434	0.003907434
1000	0	1	0.4	1.5e-09	5e-10	0.015954367	0.993658722	0.006341278	0.006341278
1000	0	1	0.4	5e-10	1.5e-09	0.004531977	0.99819049	0.00180951	0.00180951
1000	0	1	0.6	1e-09	1e-09	0.001209658	0.999274731	0.000725269	0.000725269
1000	0	1	0.6	1.5e-09	5e-10	0.002080638	0.998753174	0.001246826	0.001246826
1000	0	1	0.6	5e-10	1.5e-09	0.000531248	0.999681353	0.000318647	0.000318647
1000	0	1	0.8	1e-09	1e-09	9.89898881100655e-05	0.999920814	7.91856396259672e-05	7.91856396259672e-05
1000	0	1	0.8	1.5e-09	5e-10	0.000180201	0.99985586	0.00014414	0.00014414
1000	0	1	0.8	5e-10	1.5e-09	4.14038679457748e-05	0.999966878	3.31219972535795e-05	3.31219972535795e-05
1000	0	1	1	1e-09	1e-09	6.3578980609128e-06	0.999993642	6.35785763830205e-06	6.35785763830205e-06
1000	0	1	1	1.5e-09	5e-10	1.22257982791955e-05	0.999987774	1.22256488108793e-05	1.22256488108793e-05
1000	0	1	1	5e-10	1.5e-09	2.54548123908258e-06	0.999997455	2.54547475962433e-06	2.54547475962433e-06
1000	0	1	1.2	1e-09	1e-09	3.55613373853217e-07	0.999999573	4.26735866520283e-07	4.26735866520283e-07
1000	0	1	1.2	1.5e-09	5e-10	7.19773316612696e-07	0.999999136	8.63727233909856e-07	8.63727233909856e-07
1000	0	1	1.2	5e-10	1.5e-09	1.37132439849708e-07	0.999999835	1.64558900740013e-07	1.64558900740013e-07
1000	0	1	1.4	1e-09	1e-09	1.84683751251974e-08	0.999999974	2.58557245067578e-08	2.58557245067578e-08
1000	0	1	1.4	1.5e-09	5e-10	3.91748843739453e-08	0.999999945	5.48448351155673e-08	5.48448351155673e-08
1000	0	1	1.4	5e-10	1.5e-09	6.90326116788881e-09	0.99999999	9.66456554164051e-09	9.66456554164051e-09
1000	0	1	1.6	1e-09	1e-09	9.27829449930457e-10	0.999999999	1.48452711768491e-09	1.48452711768491e-09
1000	0	1	1.6	1.5e-09	5e-10	2.05302512558649e-09	0.999999997	3.28484019014821e-09	3.28484019014821e-09
1000	0	1	1.6	5e-10	1.5e-09	3.38154005234681e-10	0.999999999	5.41046408082758e-10	5.41046408082758e-10
1000	0	1	1.8	1e-09	1e-09	4.63216665812007e-11	1	8.33789998392092e-11	8.33789998392093e-11
1000	0	1	1.8	1.5e-09	5e-10	1.06429429486603e-10	1	1.91572973039185e-10	1.91572973039185e-10
1000	0	1	1.8	5e-10	1.5e-09	1.6545683601878e-11	1	2.97822304824934e-11	2.97822304824934e-11
1000	0	1	2	1e-09	1e-09	2.33974841449051e-12	1	4.67949682895912e-12	4.67949682895912e-12
1000	0	1	2	1.5e-09	5e-10	5.55780569165722e-12	1	1.11156113831909e-11	1.11156113831909e-11
1000	0	1	2	5e-10	1.5e-09	8.22614952774133e-13	1	1.64522990554556e-12	1.64522990554556e-12
1000	0	2	0.2	1e-09	1e-09	0.067690827	0.986642668	0.013357332	0.013357332
1000	0	2	0.2	1.5e-09	5e-10	0.102680022	0.979877237	0.020122763	0.020122763
1000	0	2	0.2	5e-10	1.5e-09	0.033478012	0.99334893	0.00665107	0.00665107
1000	0	2	0.4	1e-09	1e-09	0.042348948	0.98334259	0.01665741	0.01665741
1000	0	2	0.4	1.5e-09	5e-10	0.065330163	0.974533429	0.025466571	0.025466571
1000	0	2	0.4	5e-10	1.5e-09	0.020601526	0.991826742	0.008173258	0.008173258
1000	0	2	0.6	1e-09	1e-09	0.022195096	0.986857956	0.013142044	0.013142044
1000	0	2	0.6	1.5e-09	5e-10	0.035052176	0.979401899	0.020598101	0.020598101
1000	0	2	0.6	5e-10	1.5e-09	0.010552494	0.993708339	0.006291661	0.006291661
1000	0	2	0.8	1e-09	1e-09	0.009764472	0.99224897	0.00775103	0.00775103
1000	0	2	0.8	1.5e-09	5e-10	0.015849338	0.987479286	0.012520714	0.012520714
1000	0	2	0.8	5e-10	1.5e-09	0.004522342	0.996395168	0.003604832	0.003604832
1000	0	2	1	1e-09	1e-09	0.003667435	0.996345966	0.003654034	0.003654034
1000	0	2	1	1.5e-09	5e-10	0.00612618	0.993911122	0.006088878	0.006088878
1000	0	2	1	5e-10	1.5e-09	0.001653785	0.998348946	0.001651054	0.001651054
1000	0	2	1.2	1e-09	1e-09	0.001208853	0.998551477	0.001448523	0.001448523
1000	0	2	1.2	1.5e-09	5e-10	0.002078461	0.997512052	0.002487948	0.002487948
1000	0	2	1.2	5e-10	1.5e-09	0.000531079	0.999363111	0.000636889	0.000636889
1000	0	2	1.4	1e-09	1e-09	0.000359735	0.999496625	0.000503375	0.000503375
1000	0	2	1.4	1.5e-09	5e-10	0.000636532	0.999109649	0.000890351	0.000890351
1000	0	2	1.4	5e-10	1.5e-09	0.000154119	0.99978428	0.00021572	0.00021572
1000	0	2	1.6	1e-09	1e-09	9.89838690685132e-05	0.999841651	0.000158349	0.000158349
1000	0	2	1.6	1.5e-09	5e-10	0.000180184	0.999711789	0.000288211	0.000288211
1000	0	2	1.6	5e-10	1.5e-09	4.14027072665447e-05	0.99993376	6.62399436056805e-05	6.62399436056804e-05
1000	0	2	1.8	1e-09	1e-09	2.5659659663202e-05	0.999953815	4.61852542175351e-05	4.61852542175351e-05
1000	0	2	1.8	1.5e-09	5e-10	4.80253467736598e-05	0.999913562	8.64381519925845e-05	8.64381519925845e-05
1000	0	2	1.8	5e-10	1.5e-09	1.04927456342423e-05	0.999981113	1.88865854317898e-05	1.88865854317898e-05
1000	0	2	2	1e-09	1e-09	6.35787119791046e-06	0.999987284	1.27155807077722e-05	1.27155807077722e-05
1000	0	2	2	1.5e-09	5e-10	1.22257122434914e-05	0.999975549	2.44508266294418e-05	2.44508266294418e-05
1000	0	2	2	5e-10	1.5e-09	2.54547645055902e-06	0.999994909	5.09092698344855e-06	5.09092698344855e-06
1000	0	3	0.2	1e-09	1e-09	0.075928021	0.985041549	0.014958451	0.014958451
1000	0	3	0.2	1.5e-09	5e-10	0.114576759	0.977597998	0.022402002	0.022402002
1000	0	3	0.2	5e-10	1.5e-09	0.037748658	0.99250684	0.00749316	0.00749316
1000	0	3	0.4	1e-09	1e-09	0.05864834	0.97707839	0.02292161	0.02292161
1000	0	3	0.4	1.5e-09	5e-10	0.08914563	0.96556948	0.03443052	0.03443052
1000	0	3	0.4	5e-10	1.5e-09	0.028959395	0.988548889	0.011451111	0.011451111
1000	0	3	0.6	1e-09	1e-09	0.041975617	0.97543335	0.02456665	0.02456665
1000	0	3	0.6	1.5e-09	5e-10	0.06449629	0.962743952	0.037256048	0.037256048
1000	0	3	0.6	5e-10	1.5e-09	0.020507856	0.987844852	0.012155148	0.012155148
1000	0	3	0.8	1e-09	1e-09	0.027840562	0.978212804	0.021787196	0.021787196
1000	0	3	0.8	1.5e-09	5e-10	0.043422012	0.966428581	0.033571419	0.033571419
1000	0	3	0.8	5e-10	1.5e-09	0.013401914	0.9893922	0.0106078	0.0106078
1000	0	3	1	1e-09	1e-09	0.017090525	0.983196653	0.016803347	0.016803347
1000	0	3	1	1.5e-09	5e-10	0.027141382	0.973575807	0.026424193	0.026424193
1000	0	3	1	5e-10	1.5e-09	0.008083068	0.991981745	0.008018255	0.008018255
1000	0	3	1.2	1e-09	1e-09	0.009722344	0.988467732	0.011532268	0.011532268
1000	0	3	1.2	1.5e-09	5e-10	0.015745463	0.981455828	0.018544172	0.018544172
1000	0	3	1.2	5e-10	1.5e-09	0.004512742	0.994613877	0.005386123	0.005386123
1000	0	3	1.4	1e-09	1e-09	0.005151865	0.992839038	0.007160962	0.007160962
1000	0	3	1.4	1.5e-09	5e-10	0.008511883	0.988223698	0.011776302	0.011776302
1000	0	3	1.4	5e-10	1.5e-09	0.002346891	0.996725113	0.003274887	0.003274887
1000	0	3	1.6	1e-09	1e-09	0.002563207	0.99591562	0.00408438	0.00408438
1000	0	3	1.6	1.5e-09	5e-10	0.004319857	0.993135673	0.006864327	0.006864327
1000	0	3	1.6	5e-10	1.5e-09	0.001146531	0.998168909	0.001831091	0.001831091
1000	0	3	1.8	1e-09	1e-09	0.001208049	0.99783023	0.00216977	0.00216977
1000	0	3	1.8	1.5e-09	5e-10	0.002076287	0.996276598	0.003723402	0.003723402
1000	0	3	1.8	5e-10	1.5e-09	0.000530911	0.999045272	0.000954728	0.000954728
1000	0	3	2	1e-09	1e-09	0.000543945	0.998913292	0.001086708	0.001086708
1000	0	3	2	1.5e-09	5e-10	0.000953169	0.998097289	0.001902711	0.001902711
1000	0	3	2	5e-10	1.5e-09	0.00023501	0.999530202	0.000469798	0.000469798
1000	0	4	0.2	1e-09	1e-09	0.079876108	0.984275973	0.015724027	0.015724027
1000	0	4	0.2	1.5e-09	5e-10	0.120280926	0.976508921	0.023491079	0.023491079
1000	0	4	0.2	5e-10	1.5e-09	0.039794544	0.992103935	0.007896065	0.007896065
1000	0	4	0.4	1e-09	1e-09	0.067078194	0.973869828	0.026130172	0.026130172
1000	0	4	0.4	1.5e-09	5e-10	0.101368925	0.961032469	0.038967531	0.038967531
1000	0	4	0.4	5e-10	1.5e-09	0.033317575	0.986848244	0.013151756	0.013151756
1000	0	4	0.6	1e-09	1e-09	0.053934346	0.968653775	0.031346225	0.031346225
1000	0	4	0.6	1.5e-09	5e-10	0.081919294	0.95315112	0.04684888	0.04684888
1000	0	4	0.6	5e-10	1.5e-09	0.026663737	0.984253671	0.015746329	0.015746329
1000	0	4	0.8	1e-09	1e-09	0.041610534	0.967783993	0.032216007	0.032216007
1000	0	4	0.8	1.5e-09	5e-10	0.063689947	0.951518281	0.048481719	0.048481719
1000	0	4	0.8	5e-10	1.5e-09	0.020415225	0.983930274	0.016069726	0.016069726
1000	0	4	1	1e-09	1e-09	0.030803499	0.970117002	0.029882998	0.029882998
1000	0	4	1	1.5e-09	5e-10	0.047654563	0.954513096	0.045486904	0.045486904
1000	0	4	1	5e-10	1.5e-09	0.014952035	0.985268234	0.014731766	0.014731766
1000	0	4	1.2	1e-09	1e-09	0.021858107	0.974440685	0.025559315	0.025559315
1000	0	4	1.2	1.5e-09	5e-10	0.03426455	0.960506416	0.039493584	0.039493584
1000	0	4	1.2	5e-10	1.5e-09	0.010471626	0.987589993	0.012410007	0.012410007
1000	0	4	1.4	1e-09	1e-09	0.014857737	0.979623026	0.020376974	0.020376974
1000	0	4	1.4	1.5e-09	5e-10	0.023638297	0.967966489	0.032033511	0.032033511
1000	0	4	1.4	5e-10	1.5e-09	0.007015531	0.990273785	0.009726215	0.009726215
1000	0	4	1.6	1e-09	1e-09	0.009680517	0.984747418	0.015252582	0.015252582
1000	0	4	1.6	1.5e-09	5e-10	0.015642728	0.975582759	0.024417241	0.024417241
1000	0	4	1.6	5e-10	1.5e-09	0.004503175	0.992846461	0.007153539	0.007153539
1000	0	4	1.8	1e-09	1e-09	0.006058537	0.989212277	0.010787723	0.010787723
1000	0	4	1.8	1.5e-09	5e-10	0.009944589	0.982414525	0.017585475	0.017585475
1000	0	4	1.8	5e-10	1.5e-09	0.002776913	0.995026416	0.004973584	0.004973584
1000	0	4	2	1e-09	1e-09	0.003653848	0.992745318	0.007254682	0.007254682
1000	0	4	2	1.5e-09	5e-10	0.006091101	0.987964417	0.012035583	0.012035583
1000	0	4	2	5e-10	1.5e-09	0.001650822	0.996709222	0.003290778	0.003290778
1000	0	5	0.2	1e-09	1e-09	0.082170839	0.983831547	0.016168453	0.016168453
1000	0	5	0.2	1.5e-09	5e-10	0.123602474	0.975875866	0.024124134	0.024124134
1000	0	5	0.2	5e-10	1.5e-09	0.040981136	0.991870405	0.008129595	0.008129595
1000	0	5	0.4	1e-09	1e-09	0.072089505	0.971972397	0.028027603	0.028027603
1000	0	5	0.4	1.5e-09	5e-10	0.108638232	0.958354428	0.041645572	0.041645572
1000	0	5	0.4	5e-10	1.5e-09	0.035907202	0.98584049	0.01415951	0.01415951
1000	0	5	0.6	1e-09	1e-09	0.061438187	0.964447651	0.035552349	0.035552349
1000	0	5	0.6	1.5e-09	5e-10	0.092799032	0.947257266	0.052742734	0.052742734
1000	0	5	0.6	5e-10	1.5e-09	0.030548282	0.982000935	0.017999065	0.017999065
1000	0	5	0.8	1e-09	1e-09	0.050989025	0.96080749	0.03919251	0.03919251
1000	0	5	0.8	1.5e-09	5e-10	0.07730501	0.941757916	0.058242084	0.058242084
1000	0	5	0.8	5e-10	1.5e-09	0.025265667	0.980187919	0.019812081	0.019812081
1000	0	5	1	1e-09	1e-09	0.04125346	0.960380963	0.039619037	0.039619037
1000	0	5	1	1.5e-09	5e-10	0.06290994	0.94081348	0.05918652	0.05918652
1000	0	5	1	5e-10	1.5e-09	0.020323617	0.980081205	0.019918795	0.019918795
1000	0	5	1.2	1e-09	1e-09	0.032536965	0.962422819	0.037577181	0.037577181
1000	0	5	1.2	1.5e-09	5e-10	0.050021106	0.943373686	0.056626314	0.056626314
1000	0	5	1.2	5e-10	1.5e-09	0.015898142	0.981279378	0.018720622	0.018720622
1000	0	5	1.4	1e-09	1e-09	0.024999153	0.966184682	0.033815318	0.033815318
1000	0	5	1.4	1.5e-09	5e-10	0.038825342	0.948446724	0.051553276	0.051553276
1000	0	5	1.4	5e-10	1.5e-09	0.012090145	0.983355524	0.016644476	0.016644476
1000	0	5	1.6	1e-09	1e-09	0.018696867	0.970953926	0.029046074	0.029046074
1000	0	5	1.6	1.5e-09	5e-10	0.0293797	0.955102977	0.044897023	0.044897023
1000	0	5	1.6	5e-10	1.5e-09	0.008937184	0.985902099	0.014097901	0.014097901
1000	0	5	1.8	1e-09	1e-09	0.013606793	0.976093302	0.023906698	0.023906698
1000	0	5	1.8	1.5e-09	5e-10	0.02165371	0.962485512	0.037514488	0.037514488
1000	0	5	1.8	5e-10	1.5e-09	0.006423854	0.988569236	0.011430764	0.011430764
1000	0	5	2	1e-09	1e-09	0.00963899	0.981086632	0.018913368	0.018913368
1000	0	5	2	1.5e-09	5e-10	0.015541117	0.969854747	0.030145253	0.030145253
1000	0	5	2	5e-10	1.5e-09	0.004493642	0.991092768	0.008907232	0.008907232
1000	0	6	0.2	1e-09	1e-09	0.083665321	0.983542323	0.016457677	0.016457677
1000	0	6	0.2	1.5e-09	5e-10	0.125769704	0.975463255	0.024536745	0.024536745
1000	0	6	0.2	5e-10	1.5e-09	0.041752273	0.991718698	0.008281302	0.008281302
1000	0	6	0.4	1e-09	1e-09	0.075378936	0.970730934	0.029269066	0.029269066
1000	0	6	0.4	1.5e-09	5e-10	0.11342106	0.956600541	0.043399459	0.043399459
1000	0	6	0.4	5e-10	1.5e-09	0.037602398	0.985181919	0.014818081	0.014818081
1000	0	6	0.6	1e-09	1e-09	0.066487714	0.961637743	0.038362257	0.038362257
1000	0	6	0.6	1.5e-09	5e-10	0.100127067	0.943328378	0.056671622	0.056671622
1000	0	6	0.6	5e-10	1.5e-09	0.033160116	0.980492062	0.019507938	0.019507938
1000	0	6	0.8	1e-09	1e-09	0.0575414	0.955992674	0.044007326	0.044007326
1000	0	6	0.8	1.5e-09	5e-10	0.086789578	0.935076111	0.064923889	0.064923889
1000	0	6	0.8	5e-10	1.5e-09	0.028667788	0.977579956	0.022420044	0.022420044
1000	0	6	1	1e-09	1e-09	0.048929114	0.953353269	0.046646731	0.046646731
1000	0	6	1	1.5e-09	5e-10	0.074011647	0.931088599	0.068911401	0.068911401
1000	0	6	1	5e-10	1.5e-09	0.0243132	0.976263901	0.023736099	0.023736099
1000	0	6	1.2	1e-09	1e-09	0.040904164	0.953211611	0.046788389	0.046788389
1000	0	6	1.2	1.5e-09	5e-10	0.062155134	0.930590805	0.069409195	0.069409195
1000	0	6	1.2	5e-10	1.5e-09	0.020233017	0.976295905	0.023704095	0.023704095
1000	0	6	1.4	1e-09	1e-09	0.033617452	0.955051063	0.044948937	0.044948937
1000	0	6	1.4	1.5e-09	5e-10	0.05140943	0.932859141	0.067140859	0.067140859
1000	0	6	1.4	5e-10	1.5e-09	0.016520034	0.977394768	0.022605232	0.022605232
1000	0	6	1.6	1e-09	1e-09	0.027149024	0.958369908	0.041630092	0.041630092
1000	0	6	1.6	1.5e-09	5e-10	0.041855172	0.937234989	0.062765011	0.062765011
1000	0	6	1.6	5e-10	1.5e-09	0.013230831	0.979269521	0.020730479	0.020730479
1000	0	6	1.8	1e-09	1e-09	0.021530929	0.96269029	0.03730971	0.03730971
1000	0	6	1.8	1.5e-09	5e-10	0.033511508	0.943110879	0.056889121	0.056889121
1000	0	6	1.8	5e-10	1.5e-09	0.010391929	0.981637998	0.018362002	0.018362002
1000	0	6	2	1e-09	1e-09	0.016759734	0.967567648	0.032432352	0.032432352
1000	0	6	2	1.5e-09	5e-10	0.026361916	0.949916748	0.050083252	0.050083252
1000	0	6	2	5e-10	1.5e-09	0.008004314	0.98424361	0.01575639	0.01575639
1000	0	7	0.2	1e-09	1e-09	0.08471411	0.983339455	0.016660545	0.016660545
1000	0	7	0.2	1.5e-09	5e-10	0.127293075	0.975173435	0.024826565	0.024826565
1000	0	7	0.2	5e-10	1.5e-09	0.042292425	0.991612461	0.008387539	0.008387539
1000	0	7	0.4	1e-09	1e-09	0.077693279	0.969859378	0.030140622	0.030140622
1000	0	7	0.4	1.5e-09	5e-10	0.116795226	0.955367075	0.044632925	0.044632925
1000	0	7	0.4	5e-10	1.5e-09	0.03879128	0.984720571	0.015279429	0.015279429
1000	0	7	0.6	1e-09	1e-09	0.070088635	0.959643921	0.040356079	0.040356079
1000	0	7	0.6	1.5e-09	5e-10	0.10536728	0.940538792	0.059461208	0.059461208
1000	0	7	0.6	5e-10	1.5e-09	0.035016873	0.979422218	0.020577782	0.020577782
1000	0	7	0.8	1e-09	1e-09	0.062312301	0.95251717	0.04748283	0.04748283
1000	0	7	0.8	1.5e-09	5e-10	0.093705646	0.930263264	0.069736736	0.069736736
