"alpha.all"	"nloci.all"	"C.all"	"gamma_0.all"	"gamma_1.all"	"type.all"	"sig.all"	"lambda.all"	"epsilon.all"	"lv_bim"	"lv_oct"	"lv_squ"	"lv_sep"
"1"	0.363608302237752	5	0.0529294348787516	1	1	3	10	0.001	1e-04	0.0308740848021838	0.0308740848021838	0.0308740848021838	0.0308740848021838
"2"	0.891688515679444	1	0.146822636043727	1	1	3	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05
"3"	1.79623202240942	8	0.134523337143929	1	1	3	10	0.001	1e-04	0.0776414543565505	0.0776414543565505	0.0631104437749657	0.0481142561407643
"4"	1.01814580244713	4	0.0888222398194385	1	1	3	10	0.001	1e-04	0.0218188776708253	0.0218188776708253	0.0625439548513	0.0218188776708253
"5"	1.78581263184862	7	0.00585280610248446	1	1	3	10	0.001	1e-04	0.00260155970601274	0.00260155970601274	0.00343263704682628	0.00343263704682628
"6"	1.28798289885099	6	0.223124143654916	1	1	3	10	0.001	1e-04	0.129563914410838	0.129563914410838	0.129563914410838	0.156855831552288
"7"	1.98519752891116	9	0.0064003018691376	1	1	3	10	0.001	1e-04	0.00293593352146231	0.00293593352146231	0.00293593352146231	0.00364240762634766
"8"	0.882555593263129	8	0.0485090875066817	1	1	3	10	0.001	1e-04	0.0351977382331945	0.0351977382331945	0.0179623599451097	0.0237755022436893
"9"	1.25355254683401	10	0.121326602059872	1	1	3	10	0.001	1e-04	0.0572826199501233	0.0572826199501233	0.0572826199501233	0.0783653258187003
"10"	3.73737932308318	8	0.330213696492796	1	1	3	10	0.001	1e-04	0.198564001319805	0.198564001319805	0.141783279505291	0.171144943123208
"11"	0.238214138629011	1	0.0305433535482734	1	1	3	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05
"12"	0.854020318134501	4	0.166802065997365	1	1	3	10	0.001	1e-04	0.0770659468294054	0.0770659468294054	0.111270331572045	0.143030054415673
"13"	0.38557725294877	6	0.0573565607424825	1	1	3	10	0.001	1e-04	0.0369221948670755	0.0369221948670755	0.0369221948670755	0.0457078585294228
"14"	0.558447212680307	2	0.194688308416846	1	1	3	10	0.001	1e-04	0.0887919023804073	0.0887919023804073	0.163031649242492	0.163031649242492
"15"	0.770682632749054	7	0.112301843050392	1	1	3	10	0.001	1e-04	0.0603910021593479	0.0603910021593479	0.0603910021593479	0.0460103132840707
"16"	1.80727177260666	4	0.0555749222377618	1	1	3	10	0.001	1e-04	0.0138006085616721	0.0138006085616721	0.0271308505782576	0.0401055346478385
"17"	0.888897438151473	8	0.120123074287119	1	1	3	10	0.001	1e-04	0.0431960187905106	0.0431960187905106	0.0431960187905106	0.0431960187905106
"18"	2.78223223950639	3	0.0301877915859222	1	1	3	10	0.001	1e-04	0.01006035783103	0.01006035783103	0.01006035783103	0.01006035783103
"19"	0.417409560570931	2	0.274826594259598	1	1	3	10	0.001	1e-04	0.120889397492562	0.120889397492562	9.99900009999e-05	0.215641116514053
"20"	6.17103950280347	9	0.0692959669511765	1	1	3	10	0.001	1e-04	0.0299721226674472	0.0299721226674472	0.0299721226674472	0.0371633378440703
"21"	1.28999627806724	4	0.0364667827729136	1	1	3	10	0.001	1e-04	0.0352768228546684	0.0352768228546684	0.00913252399862199	0.0180033293040661
"22"	0.663624078325394	6	0.0617836783174425	1	1	3	10	0.001	1e-04	0.0300602177258845	0.0300602177258845	0.0300602177258845	0.0396519258001781
"23"	1.26959591469794	9	0.106332139014722	1	1	3	10	0.001	1e-04	0.0558675378116224	0.0558675378116224	0.0343240313764799	0.0662828029199435
"24"	0.32392054762657	4	0.0756507970501007	1	1	3	10	0.001	1e-04	0.0365396189157183	0.0365396189157183	0.0537812725587415	0.0537812725587415
"25"	0.622075478673528	10	0.03293949640356	1	1	3	10	0.001	1e-04	0.0131018608953969	0.00988319634826241	0.0162996668266889	0.0162996668266889
"26"	1.50424903992022	7	0.131584086544336	1	1	3	10	0.001	1e-04	0.0859972678509703	0.0859972678509703	0.0534723564901536	0.0700191047230698
"27"	4.59059189444353	2	0.112911996148051	1	1	3	10	0.001	1e-04	0.053528632819387	0.053528632819387	0.053528632819387	0.053528632819387
"28"	0.985287346520764	7	0.0829565833280695	1	1	3	10	0.001	1e-04	0.0560291111598415	0.0560291111598415	0.0344254567637965	0.0453494905025548
"29"	0.963465982553348	10	0.0169476237995712	1	1	3	10	0.001	1e-04	0.0118219072038603	0.0118219072038603	0.00850092655453313	0.0118219072038603
"30"	0.574898333612797	6	0.0890428244094265	1	1	3	10	0.001	1e-04	0.0289196859938993	0.0289196859938993	0.0561246080648345	0.0561246080648345
"31"	0.413321927875796	7	0.0834147540992858	1	1	3	10	0.001	1e-04	0.0455880351165834	0.0455880351165834	0.0455880351165834	0.0118737142210482
"32"	0.144464971935678	2	0.000471386313438416	1	1	3	10	0.001	1e-04	9.99900009999e-05	9.99900009999e-05	9.99900009999e-05	0.000335580504640272
"33"	1.28837594703425	10	0.0266955608967692	1	1	3	10	0.001	1e-04	0.0132693373134971	0.0132693373134971	0.0132693373134971	0.0106632929944113
